AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A0529980,BOLU,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2006-07-29,15 YEARS,2021-09-08,DEAD,DISPO REQ,OTC,,2021-09-08,DISPOSAL,,DEAD,,,2021-09-08
A0536574,BAMBI,DOG,FAWN,,MIN PINSCHER,SPAYED,2005-11-28,20 YEARS,2021-09-13,NORMAL,STRAY,FIELD,,2021-09-14,RTO,,MANAGE,BOYNTON / WILLIAMS,SAN JOSE,2021-09-14
A0536574,BAMBI,DOG,FAWN,,MIN PINSCHER,SPAYED,2005-11-28,20 YEARS,2021-12-06,OTHER MED,STRAY,FIELD,,2021-12-07,RTO,,,BORINA DR,SAN JOSE,2021-12-07
A0542323,PILOT,DOG,BLACK,TAN,LABRADOR RETR,NEUTERED,2006-10-27,19 YEARS,2021-08-31,UNHEALTHY,EUTH REQ,OTC OWNED,,2021-09-10,RESCUE,,UNHEALTHY,,,2021-09-17
A0552812,SUNNY,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2007-04-06,15 YEARS,2021-12-05,NORMAL,STRAY,OTC,IP ADOPT,2021-12-05,RTO,,,W SAN FERNANDO ST & S KEEBLE AVE,SAN JOSE,2021-12-05
A0555996,THOR,DOG,BLACK,,POMERANIAN,NEUTERED,2006-06-06,19 YEARS,2021-07-01,MED SEV,STRAY,OTC,,2021-07-01,REQ EUTH,,MED SEV,,SAN JOSE,2025-10-21
A0561936,TAHOE,DOG,BROWN,BLACK,CHIHUAHUA SH,NEUTERED,2006-12-26,14 YEARS,2021-11-09,AGED,STRAY,FIELD,,2021-11-09,RTO,,,SPINNAKER / TRADEWINDS,SAN JOSE,2021-11-09
A0561936,TAHOE,DOG,BROWN,BLACK,CHIHUAHUA SH,NEUTERED,2006-12-26,14 YEARS,2021-11-09,AGED,OWNER SUR,OTC,COST,2021-11-24,EUTH,,MANAGE,,SAN JOSE,2021-11-24
A0565662,MAX,DOG,YELLOW,,LABRADOR RETR,MALE,2006-10-30,14 YEARS,2021-07-29,DEAD,DISPO REQ,,DOA,2021-07-29,DISPOSAL,,DEAD,,SAN JOSE,2021-07-29
A0567589,KOBE,DOG,WHITE,,COCKER SPAN,NEUTERED,2005-05-15,16 YEARS,2021-12-11,DEAD,DISPO REQ,OTC OWNED,DOA,2021-12-11,DISPOSAL,,DEAD,,SAN JOSE,2021-12-11
A0573938,CHISPITA,DOG,BLACK,,MIN PINSCHER,FEMALE,2004-03-11,17 YEARS,2021-09-09,DEAD,DISPO REQ,OTC,DOA,2021-09-09,DISPOSAL,,DEAD,,SAN JOSE,2021-09-09
A0576109,KIRA,DOG,TAN,,CHIHUAHUA SH,SPAYED,2006-09-03,19 YEARS,2021-07-11,NORMAL,CONFISCATE,OWNER DIED,,2021-07-13,RTO,,,,SAN JOSE,2021-07-13
A0576109,KIRA,DOG,TAN,,CHIHUAHUA SH,SPAYED,2006-09-03,19 YEARS,2021-07-13,NORMAL,OWNER SUR,OTC,,2021-07-23,RESCUE,,HEALTHY,,SAN JOSE,2021-07-23
A0587625,BIANCA,DOG,TRICOLOR,,PARSON RUSS TER,SPAYED,2008-02-13,13 YEARS,2021-12-09,DEAD,DISPO REQ,,,2021-12-09,DISPOSAL,,DEAD,,SAN JOSE,2021-12-09
A0594979,MERLIN,DOG,BLACK,WHITE,POODLE MIN,NEUTERED,2007-10-09,18 YEARS,2021-11-27,AGED,STRAY,FIELD,,2021-11-28,RTO,,,X- ALMADEN RD,SAN JOSE,2021-11-28
A0595017,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2021-12-30,OTHER MED,STRAY,FIELD,,2021-12-30,DIED,,UNHEALTHY,NEWPORT X PINE,SAN JOSE,2021-12-30
A0595283,MILO,DOG,CREAM,,MALTESE,NEUTERED,2007-04-21,15 YEARS,2021-09-17,NORMAL,STRAY,OTC,,2021-09-18,RTO,,HEALTHY,PEARL RIVER,SAN JOSE,2022-03-29
A0614602,CHUCHO,DOG,WHITE,,CHIHUAHUA SH,NEUTERED,2008-02-21,13 YEARS,2021-08-05,DEAD,DISPO REQ,OTC,,2021-08-05,DISPOSAL,,DEAD,,SAN JOSE,2021-08-05
A0621795,POPPY,DOG,WHITE,BROWN,SHIH TZU,NEUTERED,2008-08-22,14 YEARS,2021-11-20,DEAD,DISPO REQ,OTC OWNED,,2021-11-20,DISPOSAL,,DEAD,,SAN JOSE,2021-11-20
A0635206,FRANKIE,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2007-11-27,15 YEARS,2021-12-07,OTHER MED,STRAY,OTC,IP ADOPT,2021-12-08,RTO,,HEALTHY,COYOTE RD/CONTINENTAL DR,SAN JOSE,2021-12-08
A0636457,RIDLE CAT,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2008-09-27,13 YEARS,2021-08-31,OTHER MED,STRAY,OTC,,2021-09-06,EUTH,,MANAGE,500 BLOCK CAPITOL VILLAGE CIR/BARONI AVE,SAN JOSE,2021-09-06
A0638574,TAZ,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2006-06-15,17 YEARS,2021-09-10,OTHER MED,STRAY,OTC,,2021-09-17,ADOPTION,,HEALTHY,JUDITH ST & BANGOR AVE,SAN JOSE,2021-09-17
A0642133,BOWSER,DOG,TAN,WHITE,BEAGLE,NEUTERED,2009-05-15,16 YEARS,2021-07-12,OTHER MED,OWNER SUR,OTC,,2021-08-04,RESCUE,,HEALTHY,,SAN JOSE,2021-08-30
A0642834,ZOEY,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2008-10-07,14 YEARS,2021-11-08,OTHER MED,STRAY,OTC,,2021-11-13,RTO,,HEALTHY,"1500 BLOCK E CAPITOL EXPY, SAN JOSE CA 95121",SAN JOSE,2021-11-13
A0645178,DAISY ROSE,DOG,CHOCOLATE,,LABRADOR RETR,SPAYED,2008-10-28,17 YEARS,2021-07-16,OTHER MED,EUTH REQ,OTC OWNED,EUTH ILL,2021-07-23,RESCUE,,UNHEALTHY,,SAN JOSE,2021-08-24
A0646181,OLIVER,CAT,BROWN,GOLD,DOMESTIC SH,NEUTERED,2007-07-01,15 YEARS,2022-01-08,DEAD,DISPO REQ,FIELD,,2022-01-09,DISPOSAL,,UNHEALTHY,QUINLAN,SAN JOSE,2022-01-10
A0651677,,CAT,ORANGE,,DOMESTIC SH,NEUTERED,,NO AGE,2021-07-06,SICK,STRAY,OTC,,2021-07-10,EUTH,,UNHEALTHY,"2100 BLOCK MONTICELLO AVE, SAN JOSE CA 95125",SAN JOSE,2021-07-10
A0652148,RULETA,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2009-05-12,16 YEARS,2022-01-04,INJURED,STRAY,FIELD,,2022-01-06,RTO,,HEALTHY,1100 BLOCK E WILLIAM ST,SAN JOSE,2022-01-06
A0653356,KENO,DOG,BLACK,RED,GERM SHEPHERD,NEUTERED,2009-05-04,12 YEARS,2021-10-14,DEAD,DISPO REQ,OTC,,2021-10-14,DISPOSAL,,DEAD,,,2021-10-14
A0657103,POOPER,DOG,WHITE,TAN,DACHSHUND,NEUTERED,2007-10-30,18 YEARS,2021-08-01,OTHER MED,STRAY,OTC,,2021-08-05,RTO,,HEALTHY,EDGEBANK DR/QUIMBY RD,SAN JOSE,2021-08-05
A0660235,KITA,DOG,TAN,WHITE,SHIBA INU,SPAYED,2007-11-25,18 YEARS,2021-10-13,OTHER MED,EUTH REQ,OTC OWNED,,2021-10-22,RESCUE,,HEALTHY,,SAN JOSE,2021-10-22
A0664233,BLAKY,DOG,BROWN,,CHIHUAHUA SH,SPAYED,,NO AGE,2021-11-23,DEAD,DISPO REQ,OTC,,2021-11-23,DISPOSAL,,DEAD,,SAN JOSE,2021-11-23
A0664854,NEMO,DOG,WHITE,TAN,CHIHUAHUA SH,NEUTERED,2005-09-12,16 YEARS,2021-12-02,DEAD,DISPO REQ,,,2021-12-02,DISPOSAL,,DEAD,,SAN JOSE,2021-12-02
A0666454,JACKIE,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2009-03-04,12 YEARS,2021-08-09,DEAD,DISPO REQ,OTC,,2021-08-09,DISPOSAL,,DEAD,,SAN JOSE,2021-08-09
A0668206,TARO,DOG,BLACK,,MALTESE,NEUTERED,2007-08-15,14 YEARS,2021-09-27,INJURED,STRAY,SVVS,,2021-09-28,RTO,,UNHEALTHY,MOORPARK / BASCOM,SAN JOSE,2021-10-03
A0668964,NEPHI,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2009-09-23,16 YEARS,2021-07-17,NORMAL,OWNER SUR,OTC,OWNER DIED,2021-10-06,ADOPTION,,HEALTHY,,SARATOGA,2021-10-06
A0669296,PETE,DOG,BROWN,,SHIH TZU,FEMALE,2008-08-22,13 YEARS,2021-08-08,DEAD,DISPO REQ,OTC,,2021-08-08,DISPOSAL,,DEAD,,,2021-08-08
A0676627,LAYLA,DOG,BLACK,WHITE,BORDER COLLIE,SPAYED,2011-11-07,10 YEARS,2021-11-03,OTHER MED,OWNER SUR,FIELD,,2021-12-08,EUTH,,UNHEALTHY,,SAN JOSE,2021-12-08
A0676628,LUCKY,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,2011-11-07,14 YEARS,2021-11-03,OTHER MED,OWNER SUR,FIELD,,2021-12-08,ADOPTION,,HEALTHY,,SAN JOSE,2021-12-08
A0677547,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2021-12-12,INJURED,STRAY,FIELD,,2021-12-15,TRANSFER,,UNHEALTHY,MONTEVINO,SAN JOSE,2021-12-27
A0678605,GRACE,DOG,WHITE,BROWN,PIT BULL,SPAYED,2009-08-23,16 YEARS,2021-07-02,OTHER MED,STRAY,FIELD,,2021-07-02,RTO,,,MERIDIAN/KOOSER,SAN JOSE,2021-07-02
A0684979,,CAT,GRAY,,DOMESTIC LH,NEUTERED,2009-07-04,12 YEARS,2021-07-02,OTHER MED,STRAY,FIELD,,2021-07-08,DIED,,UNHEALTHY,BRALY X CALAVERAS,MILPITAS,2021-07-08
A0685291,,CAT,GRAY,,DOMESTIC MH,NEUTERED,,NO AGE,2021-10-22,OTHER MED,STRAY,FIELD,,2021-10-23,EUTH,,UNHEALTHY,2800 BLOCK BEECHER,SAN JOSE,2021-10-23
A0688752,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2021-07-29,SICK,STRAY,FIELD,,2021-07-29,EUTH,,UNHEALTHY,600 BLOCK S KING RD,SAN JOSE,2021-07-29
A0690365,MINI,DOG,WHITE,,SHIH TZU,SPAYED,2005-06-03,16 YEARS,2021-07-08,DEAD,DISPO REQ,OTC,,2021-07-08,DISPOSAL,,DEAD,,SAN JOSE,2021-07-08
A0696465,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2021-09-11,OTHER MED,STRAY,OTC,,2021-09-12,RTO,,UNHEALTHY,"1600 BLOCK BURDETTE DR, SAN JOSE, CA 95121",SAN JOSE,2022-03-29
A0699661,,CAT,WHITE,TORBI-BRN,DOMESTIC SH,SPAYED,,NO AGE,2021-11-10,OTHER MED,STRAY,FIELD,,2021-11-10,EUTH,,UNHEALTHY,2600 BLOCK WHISPERING HILLS,SAN JOSE,2021-11-10
A0705340,BARON,DOG,TAN,,CHIHUAHUA LH,NEUTERED,2008-01-15,17 YEARS,2021-07-13,OTHER MED,EUTH REQ,OTC OWNED,,2021-07-24,RESCUE,,UNHEALTHY,,SAN JOSE,2021-08-24
A0706305,CHANDU,DOG,YELLOW,,LABRADOR RETR,MALE,2010-02-21,11 YEARS,2021-08-24,OTHER MED,OWNER SUR,FIELD,,2021-08-24,EUTH,,UNHEALTHY,,SAN JOSE,2021-09-03
A0707543,THEA,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,2009-07-28,16 YEARS,2021-12-22,OTHER MED,OWNER SUR,OTC,,2022-01-07,ADOPTION,,HEALTHY,,SARATOGA,2022-01-07
A0709095,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2021-09-09,SICK,STRAY,FIELD,,2021-09-09,EUTH,,UNHEALTHY,SANTA ANA,SAN JOSE,2021-09-09
A0709352,PACO,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2009-10-09,16 YEARS,2021-07-07,NORMAL,STRAY,FOUND,,2021-08-06,FOUND EXP,,HEALTHY,SEVEN TREES BLVD & SENTER RD,SAN JOSE,2021-08-18
A0712886,JAKE,DOG,WHITE,,MALTESE,NEUTERED,2007-08-21,14 YEARS,2021-11-19,DEAD,DISPO REQ,OTC,DOA,2021-12-16,DISPOSAL,,DEAD,2600 BLOCK MUELLER AVE,SAN JOSE,2021-12-16
A0716196,ARMANI,DOG,BROWN,TAN,CHIHUAHUA SH,NEUTERED,2010-07-25,15 YEARS,2021-10-13,SICK,STRAY,FIELD,,2021-10-17,RTO,,HEALTHY,SENTER,SAN JOSE,2021-10-17
A0720009,LIBERTY,DOG,YELLOW,,LABRADOR RETR,SPAYED,2007-05-28,14 YEARS,2021-07-30,DEAD,DISPO REQ,FIELD,,2021-07-30,DISPOSAL,,DEAD,BELL / FRANCIS,SAN JOSE,2021-07-30
A0726877,KOKO,DOG,WHITE,,CHIHUAHUA SH,NEUTERED,2007-01-04,18 YEARS,2021-11-18,OTHER MED,STRAY,OTC,,2021-12-02,RESCUE,,HEALTHY,MONTEREY AND PHELAN,SAN JOSE,2021-12-02
A0733278,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2021-07-20,DEAD,DISPO REQ,OTC,,2021-07-20,DISPOSAL,,DEAD,"2000 BLOCK CINDERELLA LN, SAN JOSE CA 95116",SAN JOSE,2021-07-20
A0734281,CODY,DOG,BLACK,TAN,PARSON RUSS TER,NEUTERED,2010-11-02,11 YEARS,2021-12-18,DEAD,DISPO REQ,OTC,,2021-12-18,DISPOSAL,,UNHEALTHY,,SAN JOSE,2021-12-18
A0735501,BUDDY,DOG,WHITE,,POODLE MIN,NEUTERED,2006-05-11,19 YEARS,2021-07-21,OTHER MED,EUTH REQ,OTC OWNED,,2021-07-30,RESCUE,,UNHEALTHY,,SAN JOSE,2021-08-02
A0737073,HANNA,DOG,TRICOLOR,,PARSON RUSS TER,SPAYED,2010-05-19,11 YEARS,2021-12-07,DEAD,DISPO REQ,OTC,,2021-12-07,DISPOSAL,,DEAD,,SAN JOSE,2021-12-07
A0740037,MICKEY,DOG,TAN,,CHIHUAHUA SH,MALE,2010-09-29,15 YEARS,2022-01-05,OTHER MED,STRAY,OTC,,2022-01-05,RTO,,HEALTHY,ABRON/TOWERS LANE,SAN JOSE,2022-01-05
A0742526,JEWELS,DOG,WHITE,TAN,CHIHUAHUA SH,NEUTERED,2011-04-08,14 YEARS,2021-07-27,NORMAL,STRAY,OTC,,2021-07-29,RTO,,HEALTHY,N 17TH ST & E MISSION ST,SAN JOSE,2021-07-29
A0746417,MARLY,DOG,GOLD,WHITE,CHIHUAHUA SH,SPAYED,,NO AGE,2021-12-04,OTHER MED,STRAY,FIELD,IP ADOPT,2021-12-07,RTO,,REHAB,N 21ST/JACKSON,SAN JOSE,2021-12-07
A0748320,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2021-10-02,OTHER MED,STRAY,OTC,,2021-10-02,EUTH,,UNHEALTHY,4200 BLOCK N 1ST ST,SAN JOSE,2021-10-02
A0751835,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2021-11-27,OTHER MED,STRAY,OTC,,2021-11-27,EUTH,,UNHEALTHY,400 BLOCK PATRICIA COURT,SAN JOSE,2021-12-27
A0751884,CESAR,DOG,WHITE,,MALTESE,NEUTERED,2008-09-07,13 YEARS,2021-11-11,DEAD,DISPO REQ,OTC,,2021-11-11,DISPOSAL,,DEAD,,SAN JOSE,2021-11-11
A0753418,BURBUJA,DOG,WHITE,,POODLE MIN,SPAYED,2004-09-14,16 YEARS,2021-07-24,DEAD,DISPO REQ,OTC,,2021-07-24,DISPOSAL,,,,SAN JOSE,2021-08-17
A0754076,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2021-11-08,DEAD,DISPO REQ,OTC,,2021-11-08,DISPOSAL,,DEAD,200 BLOCK E ALMA AVE/ S 1ST ST,SAN JOSE,2021-11-08
A0754121,IZZIE,DOG,WHITE,BROWN,BULL TERRIER,SPAYED,2007-09-18,18 YEARS,2021-11-29,OTHER MED,STRAY,OTC,,2021-11-30,RTO,,,SIERRA / MORILL,SAN JOSE,2021-11-30
A0757886,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2021-12-12,SICK,STRAY,FIELD,,2021-12-12,EUTH,,UNHEALTHY,LONE BLUFF / BALFOUR,SAN JOSE,2021-12-27
A0760385,MEEAH,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2006-10-23,15 YEARS,2021-11-21,DEAD,DISPO REQ,OTC,,2021-11-21,DISPOSAL,,DEAD,,SAN JOSE,2021-11-21
A0760433,JACQUE,DOG,WHITE,,POODLE MIN,NEUTERED,2007-10-27,18 YEARS,2021-11-03,OTHER MED,EUTH REQ,OTC OWNED,,2021-11-12,RESCUE,,HEALTHY,,SAN JOSE,2021-11-16
A0761040,MJ,DOG,BROWN,,CHIHUAHUA LH,SPAYED,2010-04-12,1 YEAR 6 MONTHS,2021-10-28,NORMAL,STRAY,OTC,,2021-10-30,RTO,,HEALTHY,"TERILYN AVE--MIDDLE OF STREET, NEAR KIDANGO SCHOOL",SAN JOSE,2021-10-30
A0761420,ROXY,DOG,BLACK,,MIN PINSCHER,SPAYED,2006-12-19,14 YEARS,2021-10-06,DEAD,DISPO REQ,OTC,,2021-10-21,DISPOSAL,,UNHEALTHY,"2700 BLOCK MONTEREY RD, SAN JOSE CA 95111",SAN JOSE,2021-10-21
A0761543,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2021-09-19,DEAD,DISPO REQ,OTC,,2021-09-19,DISPOSAL,,DEAD,AUTUMNSONG WAY/MAYSONG CT,SAN JOSE,2021-09-19
A0761658,BOWSER,DOG,BLACK,TAN,CHIHUAHUA SH,NEUTERED,2010-04-28,11 YEARS,2021-12-01,DEAD,DISPO REQ,OTC OWNED,,2021-12-01,DISPOSAL,,DEAD,,SAN JOSE,2021-12-01
A0761930,KONA,DOG,BROWN,WHITE,BOXER,SPAYED,2011-04-28,10 YEARS,2021-11-29,DEAD,DISPO REQ,OTC OWNED,,2021-11-29,DISPOSAL,,DEAD,,SAN JOSE,2021-11-29
A0764362,MINNIE GIRL,DOG,CREAM,,CHIHUAHUA SH,SPAYED,,NO AGE,2021-09-07,DEAD,DISPO REQ,OTC,,2021-09-07,DISPOSAL,,DEAD,,,2021-09-07
A0767515,BROWNIE,DOG,WHITE,BROWN,CHIHUAHUA SH,MALE,2007-04-07,18 YEARS,2021-10-21,OTHER MED,EUTH REQ,OTC OWNED,,2021-10-26,RESCUE,,UNHEALTHY,,SAN JOSE,2021-10-26
A0767734,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2021-07-10,NORMAL,STRAY,OTC,IP ADOPT,2021-07-17,ADOPTION,,HEALTHY,3000 BLOCK BIGWOOD DR,SAN JOSE,2021-08-25
A0770503,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2011-04-03,10 YEARS,2021-07-21,OTHER MED,STRAY,OTC,,2021-07-22,EUTH,,UNHEALTHY,400 BLOCK MAYELLEN AVE,SAN JOSE,2021-07-22
A0778441,FRIJOL,DOG,BROWN,,CHIHUAHUA SH,MALE,2009-03-03,16 YEARS,2021-07-05,NORMAL,STRAY,FIELD,,2021-07-06,RTO,,,EASTRIDGE LOOP / TULLY,SAN JOSE,2021-07-06
A0782540,SWAMPY,DOG,WHITE,BROWN,POMERANIAN,MALE,2011-03-06,14 YEARS,2021-10-03,NORMAL,STRAY,OTC,,2021-10-05,RTO,,,SILVIA DR/ERICA CT,SAN JOSE,2021-10-05
A0783496,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2012-01-16,11 YEARS,2022-01-15,OTHER MED,STRAY,OTC,IP EUTH,2022-01-25,ADOPTION,,UNHEALTHY,"1100 BLOCK OLINDER CT, SAN JOSE CA 95122",SAN JOSE,2022-01-25
A0785923,TIPPED,CAT,TABBY-GRAY,,DOMESTIC MH,NEUTERED,,NO AGE,2021-11-03,INJURED,STRAY,FIELD,,2021-11-03,EUTH,,UNHEALTHY,ALMADAN/CURTNER,SAN JOSE,2021-11-03
A0787474,KILLER,CAT,TORBI-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2022-01-19,DEAD,DISPO REQ,OTC,,2022-01-19,DISPOSAL,,DEAD,,SAN JOSE,2022-01-19
A0788234,MOJO,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2011-05-19,10 YEARS,2021-12-14,DEAD,DISPO REQ,OTC,,2021-12-14,DISPOSAL,,DEAD,,SAN JOSE,2021-12-14
A0791943,SPEEDY,DOG,BROWN,WHITE,RAT TERRIER,NEUTERED,2008-12-14,13 YEARS,2021-12-06,OTHER MED,STRAY,OTC,,2021-12-06,RTO,,,MONTEREY RD & E CAPITOL EXPWY,SAN JOSE,2021-12-06
A0792524,MAXAMUS,DOG,GRAY,,PIT BULL,NEUTERED,,NO AGE,2021-10-18,DEAD,DISPO REQ,OTC OWNED,,2021-10-18,DISPOSAL,,DEAD,,SAN JOSE,2021-10-18
A0794405,,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,,NO AGE,2021-12-09,INJURED,STRAY,FIELD,,2021-12-09,EUTH,,UNHEALTHY,0 BLOCK OF N 8TH STREET,SAN JOSE,2021-12-09
A0797518,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2021-09-02,OTHER MED,STRAY,OTC,,2021-09-04,RTO,,REHAB,2600 BLOCK BROOKHOLLOW DR/ OLD POST WAY,SAN JOSE,2022-03-30
A0798089,,CAT,BLACK,,DOMESTIC MH,NEUTERED,,NO AGE,2021-10-29,OTHER MED,STRAY,OTC,,2021-11-04,EUTH,,MANAGE,"100 BLOCK WASHINGTON DR, MILPITAS CA 95035",MILPITAS,2021-12-27
A0798236,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2021-12-21,SICK,STRAY,FIELD,,2021-12-21,EUTH,,MANAGE,ARIZONA / DIXON,MILPITAS,2021-12-21
A0798577,ARTHUR,DOG,BLACK,TAN,DACHSHUND LH,NEUTERED,2012-04-09,13 YEARS,2021-07-22,OTHER MED,STRAY,OTC,,2021-08-17,RESCUE,,MANAGE,FENTON ST & WATERMAN CT,SAN JOSE,2021-08-17
A0799358,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2021-12-31,INJURED,STRAY,FIELD,,2022-01-02,EUTH,,UNHEALTHY,1000 BLOCK OF FLEMING AVE,SAN JOSE,2022-01-02
A0802261,FREAKA,DOG,RED,WHITE,CHIHUAHUA SH,SPAYED,2010-09-04,15 YEARS,2022-01-12,NORMAL,STRAY,OTC,,2022-01-13,RTO,,HEALTHY,S 10TH ST. / E ALMA AVE.,SAN JOSE,2022-01-13
A0802465,BAMBOO,DOG,BROWN,WHITE,POMERANIAN,MALE,2011-10-29,14 YEARS,2021-11-17,OTHER MED,STRAY,OTC,,2021-11-17,RTO,,,GOLDEN RAIN DR/EDENVALE LIBRARY,SAN JOSE,2021-11-17
A0806606,,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,2021-07-29,INJURED,STRAY,OTC,,2021-07-31,EUTH,,UNHEALTHY,100 BLOCK WASHINGTON,MILPITAS,2021-08-25
A0807784,BIMMER,DOG,WHITE,,PARSON RUSS TER,MALE,2010-12-18,15 YEARS,2021-08-03,OTHER MED,STRAY,OTC,,2021-08-04,RTO,,HEALTHY,900 BLOCK ZARICK DR,SAN JOSE,2021-08-05
A0809322,GRASSHOPPER,DOG,BROWN,BLACK,PAPILLON,NEUTERED,2012-01-26,13 YEARS,2021-09-08,OTHER MED,EUTH REQ,OTC OWNED,,2021-09-16,RESCUE,,HEALTHY,,SAN JOSE,2021-09-16
A0810236,SCARLETT,DOG,GRAY,WHITE,PIT BULL,SPAYED,2012-05-05,13 YEARS,2021-07-11,NORMAL,STRAY,OTC,,2021-09-16,ADOPTION,,HEALTHY,E CAPTIOL AVE/TRIMBLE AVE,SAN JOSE,2022-03-30
A0812950,CASEY,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2012-02-23,9 YEARS,2021-09-05,DEAD,DISPO REQ,OTC OWNED,,2021-09-05,DISPOSAL,,DEAD,,SAN JOSE,2021-09-05
