AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A0460161,ROCKY,DOG,BROWN,,POODLE STND,NEUTERED,2004-11-03,14 YEARS,2019-07-30,DEAD,DISPO REQ,OTC,,2019-07-30,DISPOSAL,,DEAD,3800 BLOCK  SENTER RD,SAN JOSE,2019-07-30
A0462080,KITTO,CAT,GRAY,,DOMESTIC LH,NEUTERED,2002-03-01,23 YEARS,2020-02-28,OTHER MED,OWNER SUR,OTC,,2020-03-02,RTO,,MANAGE,,CUPERTINO,2020-03-02
A0463948,FOXY,DOG,RED,,DACHSHUND LH,NEUTERED,2003-10-18,16 YEARS,2019-08-22,OTHER MED,STRAY,SVVS,,2019-08-23,RTO,,HEALTHY,BUFKIN DR,SAN JOSE,2019-08-23
A0463948,FOXY,DOG,RED,,DACHSHUND LH,NEUTERED,2003-10-18,16 YEARS,2019-12-16,DEAD,DISPO REQ,OTC OWNED,DOA,2019-12-16,DISPOSAL,,DEAD,,SAN JOSE,2019-12-16
A0464322,PENNY LANE,DOG,TAN,BLACK,RAT TERRIER,SPAYED,2001-11-22,18 YEARS,2019-11-22,DEAD,DISPO REQ,OTC OWNED,DOA,2019-11-22,DISPOSAL,,DEAD,,SAN JOSE,2019-11-22
A0464828,MAX,DOG,WHITE,,CHIHUAHUA SH,NEUTERED,2004-08-18,15 YEARS,2019-09-11,DEAD,DISPO REQ,SVVS,,2019-09-16,DISPOSAL,,,WOOSLEY DR,SAN JOSE,2019-09-16
A0469145,SKYLAR,CAT,GRAY,,DOMESTIC SH,SPAYED,2005-03-27,15 YEARS,2020-03-10,DEAD,DISPO REQ,OTC,DOA,2020-03-11,DISPOSAL,,DEAD,,SAN JOSE,2020-03-11
A0485040,TIGER,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2005-07-05,20 YEARS,2020-03-03,OTHER MED,OWNER SUR,,IP EUTH,2020-03-24,RESCUE,,MANAGE,,SANTA CLARA,2020-03-24
A0486724,CORINA,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2005-07-22,20 YEARS,2019-07-05,NORMAL,STRAY,OTC,,2019-07-05,RTO,,HEALTHY,"1600 BLOCK NORD LN, SAN JOSE CA 95125",SAN JOSE,2019-07-05
A0488834,SPEEDY,CAT,TABBY-BRN,,DOMESTIC LH,SPAYED,2002-11-15,16 YEARS,2019-09-19,OTHER MED,TRANSFER,SVVS,,2019-09-20,DIED,,UNHEALTHY,BRANHAM X PEARL,SAN JOSE,2019-09-20
A0490091,DONNA,DOG,BRINDLE-TN,WHITE,PIT BULL,SPAYED,2005-07-22,14 YEARS,2019-08-28,OTHER MED,STRAY,OTC,,2019-09-03,RTO,,UNHEALTHY,"2100 BLOCK STONE AVE, SAN JOSE CA 95125",SAN JOSE,2019-09-03
A0494491,CHICO,DOG,WHITE,BROWN,CHIHUAHUA SH,NEUTERED,2004-01-22,15 YEARS,2019-08-03,DEAD,DISPO REQ,OTC OWNED,,2019-08-03,DISPOSAL,,DEAD,,SAN JOSE,2019-08-03
A0497255,TAYA,DOG,BROWN,BLACK,POMERANIAN,FEMALE,2005-09-23,20 YEARS,2019-09-28,OTHER MED,STRAY,OTC,,2019-09-28,RTO,,HEALTHY,ALLENWOOD DR X MASONWOOD,SAN JOSE,2019-09-28
A0497440,MINNIE,DOG,BLACK,,POMERANIAN,FEMALE,2005-03-30,20 YEARS,2019-07-02,OTHER MED,STRAY,OTC,,2019-07-03,RTO,,MANAGE,"3500 BLOCK CAS DR, SAN JOSE CA 95111",SAN JOSE,2019-07-03
A0498042,LUNA,DOG,BLACK,,POMERANIAN,SPAYED,,NO AGE,2019-11-17,DEAD,DISPO REQ,OTC OWNED,,2019-11-17,DISPOSAL,,DEAD,,SAN JOSE,2019-11-17
A0498594,BUBBA,DOG,BLACK,WHITE,CHIHUAHUA SH,NEUTERED,2004-03-01,15 YEARS,2019-12-30,DEAD,DISPO REQ,OTC OWNED,DOA,2019-12-30,DISPOSAL,,DEAD,,SAN JOSE,2019-12-30
A0498674,SELAH,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2005-03-16,14 YEARS,2020-02-22,DEAD,DISPO REQ,OTC OWNED,,2020-02-22,DISPOSAL,,DEAD,,,2020-02-22
A0504849,FRANKY,DOG,BROWN,WHITE,AUST SHEPHERD,MALE,,NO AGE,2019-08-07,AGED,STRAY,FIELD,,2019-08-08,RTO,,MANAGE,ACADIA / S. VICTORIA PARK,MILPITAS,2019-08-08
A0505869,BOO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2005-05-18,14 YEARS,2019-11-08,DEAD,DISPO REQ,OTC,DOA,2019-11-08,DISPOSAL,,DEAD,,SAN JOSE,2019-11-08
A0506243,LENA,DOG,BROWN,,CHIHUAHUA SH,FEMALE,2004-05-23,15 YEARS,2019-08-22,DEAD,DISPO REQ,OTC OWNED,DOA,2019-08-22,DISPOSAL,,DEAD,,SAN JOSE,2019-08-22
A0506243,LENA,DOG,BROWN,,CHIHUAHUA SH,FEMALE,2004-05-23,15 YEARS,2019-07-04,OTHER MED,STRAY,FIELD,,2019-07-04,RTO,,,10000 BLOCK MACHADO LN,SAN JOSE,2019-07-05
A0506243,LENA,DOG,BROWN,,CHIHUAHUA SH,FEMALE,2004-05-23,15 YEARS,2019-07-04,OTHER MED,STRAY,FIELD,,2019-07-04,RTO,,,FLEMING AVE / MARCHANT DR,SAN JOSE,2019-07-05
A0507906,CROCKETT,CAT,GRAY,,DOMESTIC SH,NEUTERED,2006-04-08,13 YEARS,2019-08-03,INJURED,STRAY,FIELD,,2019-08-04,EUTH,,UNHEALTHY,KING RD/LIDO WAY,SAN JOSE,2019-08-04
A0510532,KRINGLE,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2006-04-29,13 YEARS,2019-11-19,OTHER MED,STRAY,OTC,,2019-11-19,EUTH,,UNHEALTHY,"800 BLOCK NEVIN WAY, SAN JOSE CA 95128",SAN JOSE,2019-11-19
A0511991,BYRON,CAT,TABBY-BUFF,WHITE,DOMESTIC SH,NEUTERED,2006-05-14,13 YEARS,2020-02-24,INJURED,STRAY,FIELD,,2020-03-02,EUTH,,UNHEALTHY,CHIPLAY X EVERGLADE,SAN JOSE,2020-03-02
A0513908,SCOOTER,DOG,YELLOW,,LABRADOR RETR,NEUTERED,2004-07-27,21 YEARS,2019-09-16,NORMAL,STRAY,SVVS,,2019-09-18,RTO,,MANAGE,COTTLE RD/ SANTA TERESA BLVD,SAN JOSE,2019-09-18
A0514357,J.T.,DOG,WHITE,BLACK,LHASA APSO,NEUTERED,2004-01-01,15 YEARS,2019-12-09,DEAD,DISPO REQ,OTC OWNED,,2019-12-09,DISPOSAL,,DEAD,,SAN JOSE,2019-12-09
A0516539,ROCKY,DOG,WHITE,,CHIHUAHUA SH,NEUTERED,,NO AGE,2019-09-03,OTHER MED,STRAY,OTC,,2019-09-04,RTO,,MANAGE,"100 BLOCK JACKSON ST, SAN JOSE CA 95112",SAN JOSE,2019-10-09
A0517414,KOKO,DOG,TRICOLOR,,RAT TERRIER,NEUTERED,2005-06-06,14 YEARS,2020-01-02,DEAD,DISPO REQ,OTC OWNED,DOA,2020-01-02,DISPOSAL,,DEAD,,COUNTY,2020-01-02
A0518821,SUSUI,DOG,WHITE,BROWN,CHIHUAHUA LH,SPAYED,2004-09-01,21 YEARS,2019-11-13,OTHER MED,TRANSFER,HSSV,,2019-11-29,RESCUE,,MANAGE,"2100 BLOCK LUNDY AVE, SAN JOSE CA 95131",SAN JOSE,2020-02-04
A0519066,KEISE,DOG,TAN,,CAIRN TERRIER,NEUTERED,2006-03-21,19 YEARS,2019-07-05,OTHER MED,STRAY,FOUND,,2019-08-07,FOUND EXP,,HEALTHY,SHERLOCK DR. / TULLY RD.,SAN JOSE,2019-08-07
A0523708,MAX,DOG,TAN,WHITE,BEAGLE,NEUTERED,2005-10-16,14 YEARS,2019-08-21,OTHER MED,STRAY,OTC,,2019-08-29,RESCUE,,MANAGE,S CAPITOL AVE. / CAPITOL EXPY,SAN JOSE,2019-08-29
A0523708,MAX,DOG,TAN,WHITE,BEAGLE,NEUTERED,2005-10-16,14 YEARS,2019-11-07,DEAD,DISPO REQ,OTC,,2019-11-07,DISPOSAL,,DEAD,,CUPERTINO,2019-11-07
A0525564,CANDY,DOG,BROWN,,PARSON RUSS TER,SPAYED,2004-10-31,15 YEARS,2019-10-23,DEAD,DISPO REQ,OTC OWNED,DOA,2019-10-23,DISPOSAL,,DEAD,,SAN JOSE,2019-10-23
A0527346,ROCKY,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2007-07-05,18 YEARS,2019-07-03,NORMAL,OWNER SUR,OTC,IP EUTH,2019-07-25,TRANSFER,,MANAGE,,SAN JOSE,2019-07-25
A0528615,SOMBRA,DOG,BLACK,,CHIHUAHUA SH,SPAYED,2006-03-14,19 YEARS,2020-03-11,OTHER MED,STRAY,OTC,,2020-03-18,RESCUE,,MANAGE,MCLAUGHLIN/TULLY,SAN JOSE,2020-03-19
A0534758,LATIN,DOG,BLACK,WHITE,CHIHUAHUA LH,MALE,,NO AGE,2019-12-17,OTHER MED,STRAY,OTC,,2019-12-17,RTO,,MANAGE,1000 BLOCK WOODBOROUGH CT,SAN JOSE,2019-12-17
A0535580,WOW WOW BEFO,DOG,WHITE,GRAY,SCHNAUZER MIN,MALE,,NO AGE,2019-08-27,OTHER MED,STRAY,FIELD,,2019-08-28,RTO,,MANAGE,BERRYESSA / LUNDY,SAN JOSE,2019-08-28
A0539002,JASMIN,DOG,BROWN,,GERM SHEPHERD,SPAYED,2004-09-07,21 YEARS,2020-05-12,OTHER MED,STRAY,OTC,,2020-05-12,RTO,,UNHEALTHY,5800 BLOCK  FALON WAY/ HERLONG AVE,SAN JOSE,2020-05-13
A0539420,TWIGGY,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2006-09-02,13 YEARS,2020-02-11,DEAD,DISPO REQ,OTC,,2020-02-11,DISPOSAL,,DEAD,"3800 BLOCK FORESTER CT, SAN JOSE CA 95121",SAN JOSE,2020-02-11
A0540679,SAFFRON,DOG,TAN,WHITE,WELSH CORGI CAR,NEUTERED,2006-09-10,19 YEARS,2019-12-04,OTHER MED,OWNER SUR,OTC,MOVE,2019-12-27,RESCUE,,HEALTHY,,SAN JOSE,2019-12-27
A0542135,SPARKLES,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2005-04-26,14 YEARS,2019-12-04,DEAD,DISPO REQ,OTC OWNED,,2019-12-04,DISPOSAL,,DEAD,,SAN JOSE,2019-12-04
A0543219,TINO,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2005-05-05,15 YEARS,2020-05-11,DEAD,DISPO REQ,OTC,,2020-05-11,DISPOSAL,,DEAD,,SAN JOSE,2020-05-11
A0544947,MINDY,DOG,WHITE,,WELSH TERRIER,SPAYED,2004-10-14,21 YEARS,2020-02-17,NORMAL,STRAY,OTC,,2020-02-18,RTO,,HEALTHY,FLORY DR/ PELLIER CT,SAN JOSE,2020-02-18
A0547907,PUFFY,DOG,WHITE,,POODLE MIN,NEUTERED,2006-02-05,14 YEARS,2020-04-20,OTHER MED,STRAY,OTC,,2020-04-21,RTO,,MANAGE,1700 BLOCK LEEWARD DR/ ALFRED WAY SAN JOSE CA 95122,SAN JOSE,2020-04-21
A0549087,MINO,DOG,TRICOLOR,,MIN PINSCHER,MALE,2005-06-13,16 YEARS,2019-07-16,OTHER MED,STRAY,FIELD,,2019-07-17,RTO,,,200 BLOCK SERRA WAY,MILPITAS,2019-07-17
A0549753,BISCUIT,DOG,BROWN,,CHIHUAHUA SH,SPAYED,,NO AGE,2019-10-19,DEAD,DISPO REQ,OTC OWNED,DOA,2019-10-19,DISPOSAL,,DEAD,,SAN JOSE,2019-10-19
A0552409,GIORGIO,CAT,PT-SEAL,,DOMESTIC SH,NEUTERED,2007-12-30,17 YEARS,2019-12-30,OTHER MED,STRAY,OTC,,2020-01-02,RESCUE,,MANAGE,3600 BLOCK SNELL AVE,SAN JOSE,2020-01-02
A0554457,PRINCESS,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2006-01-29,19 YEARS,2020-02-29,OTHER MED,OWNER SUR,OTC,MOVE,2020-04-07,ADOPTION,,MANAGE,,SAN JOSE,2020-04-08
A0563920,FAT CAT,CAT,TABBY-GRAY,WHITE,DOMESTIC MH,NEUTERED,2006-12-15,13 YEARS,2020-02-02,DEAD,DISPO REQ,FIELD,,2020-02-04,DISPOSAL,,,DE ROSE /ARBOR PARK,SAN JOSE,2020-02-04
A0566118,DAISY,DOG,BLACK,WHITE,BORDER COLLIE,SPAYED,2009-03-05,16 YEARS,2020-03-02,OTHER MED,STRAY,OTC,,2020-03-16,RESCUE,,REHAB,TULLY RD. / CAPITOL EXPY.,SAN JOSE,2020-03-16
A0567843,CHLOE,DOG,TAN,WHITE,SHIH TZU,SPAYED,2006-11-06,18 YEARS,2019-11-05,OTHER MED,EUTH REQ,OTC OWNED,,2019-11-13,RESCUE,,MANAGE,,SAN JOSE,2019-11-14
A0568321,BLANCA,DOG,CREAM,TAN,GERM SHEPHERD,SPAYED,2006-05-28,19 YEARS,2020-01-02,OTHER MED,STRAY,SVVS,,2020-01-02,RTO,,,2700 BLOCK MONTEREY RD,SAN JOSE,2020-01-02
A0569835,SHELBY,DOG,BROWN,WHITE,POODLE MIN,SPAYED,2006-04-01,19 YEARS,2019-09-26,OTHER MED,EUTH REQ,OTC OWNED,,2019-10-04,RESCUE,,MANAGE,,SAN JOSE,2019-10-04
A0570769,MUNRO,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2005-12-27,19 YEARS,2020-03-11,OTHER MED,EUTH REQ,OTC OWNED,ILL,2020-03-18,RESCUE,,MANAGE,,SAN JOSE,2020-03-18
A0571930,PEPPER,CAT,BLACK,WHITE,DOMESTIC LH,SPAYED,2006-03-01,19 YEARS,2020-01-08,NORMAL,STRAY,OTC,,2020-01-15,RESCUE,,MANAGE,"300 BLOCK STAPLES AVE, SAN JOSE CA 95127",COUNTY,2020-02-10
A0572466,BONZAI,CAT,BLACK,,DOMESTIC SH,SPAYED,2007-10-16,12 YEARS,2019-12-28,DEAD,DISPO REQ,OTC OWNED,DOA,2019-12-28,DISPOSAL,,DEAD,,SAN JOSE,2019-12-28
A0573938,CHISPITA,DOG,BLACK,,MIN PINSCHER,FEMALE,2004-03-11,17 YEARS,2019-08-22,OTHER MED,STRAY,OTC,,2019-08-27,RTO,,MANAGE,SANTA TERESA BLVD. / SNELL AVE.,SAN JOSE,2019-08-27
A0576747,POCO,DOG,WHITE,,MALTESE,MALE,2006-03-04,19 YEARS,2020-01-11,OTHER MED,EUTH REQ,OTC OWNED,,2020-01-20,RESCUE,,MANAGE,,SAN JOSE,2020-01-24
A0578051,JOEY,DOG,TAN,WHITE,PIT BULL,MALE,2007-11-15,17 YEARS,2019-08-02,OTHER MED,CONFISCATE,POLICE,,2019-08-03,RTO,,HEALTHY,,SAN JOSE,2019-08-03
A0584510,CHESTER,DOG,TAN,,CAIRN TERRIER,NEUTERED,2005-09-01,15 YEARS,2019-12-26,OTHER MED,STRAY,OTC,IP EUTH,2019-12-26,RTO,,REHAB,DARWIN CT,SAN JOSE,2019-12-26
A0587048,CAPI,DOG,TAN,,GERM SHEPHERD,MALE,2007-07-18,18 YEARS,2019-07-06,OTHER MED,STRAY,FIELD,,2019-07-11,RTO,,MANAGE,COASTLAND X CURTNER,SAN JOSE,2019-07-11
A0590210,LOU,DOG,GRAY,CREAM,LHASA APSO,SPAYED,2007-07-03,18 YEARS,2020-01-30,OTHER MED,OWNER SUR,OTC,MOVE,2020-02-12,RESCUE,,MANAGE,,SAN JOSE,2020-02-12
A0606643,PIXEL,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2019-09-19,DEAD,DISPO REQ,OTC OWNED,,2019-09-19,DISPOSAL,,DEAD,,SAN JOSE,2019-09-19
A0606656,SCOOTER,DOG,CREAM,,SHIBA INU,NEUTERED,2008-04-21,13 YEARS,2020-01-18,OTHER MED,STRAY,FIELD,,2020-01-19,RTO,,HEALTHY,EL PRADO/ REDMOND,SAN JOSE,2020-01-19
A0608125,SEBASTIAN,DOG,YELLOW,,LABRADOR RETR,MALE,2008-05-18,17 YEARS,2020-01-25,OTHER MED,STRAY,FIELD,,2020-01-25,RTO,,,MIDFIELD / HAVANA,SAN JOSE,2020-01-25
A0611066,FRANKIE,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2007-06-26,12 YEARS,2020-03-06,DEAD,DISPO REQ,OTC OWNED,DOA,2020-03-06,DISPOSAL,,DEAD,,SAN JOSE,2020-03-06
A0611345,NOEL,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2008-07-21,17 YEARS,2019-10-15,NORMAL,OWNER SUR,OTC,,2019-11-12,ADOPTION,,HEALTHY,,SAN JOSE,2019-11-12
A0611402,HOLLY,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,2008-10-01,17 YEARS,2019-10-15,NORMAL,OWNER SUR,OTC,DIVORCE,2019-11-13,ADOPTION,,HEALTHY,,SAN JOSE,2019-11-13
A0611402,HOLLY,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,2008-10-01,17 YEARS,2020-05-04,OTHER MED,OWNER SUR,OTC,ILL,2020-05-08,ADOPTION,,HEALTHY,,SAN JOSE,2020-05-08
A0611946,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2019-12-12,DEAD,DISPO REQ,OTC,,2019-12-12,DISPOSAL,,DEAD,,SAN JOSE,2019-12-23
A0612249,PICASSO,CAT,TABBY-GRAY,WHITE,DOMESTIC LH,NEUTERED,2008-06-06,12 YEARS,2019-11-12,NORMAL,STRAY,OTC,IP ADOPT,2019-11-17,RTO,,,"900 BLOCK DESMET DR, SAN JOSE CA 95125",SAN JOSE,2019-11-17
A0613635,GARFIELD,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2007-06-16,18 YEARS,2020-02-25,NORMAL,CONFISCATE,POLICE,,2020-02-25,RTO,,,,SAN JOSE,2020-02-25
A0614639,JULZ,DOG,BROWN,TAN,BORDER TERRIER,NEUTERED,2008-10-22,17 YEARS,2019-09-20,NORMAL,OWNER SUR,OTC,NO HOME,2019-09-26,RESCUE,,UNHEALTHY,,SAN JOSE,2019-09-26
A0616216,LOLA,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2008-05-07,17 YEARS,2019-11-11,NORMAL,OWNER SUR,OTC,,2020-01-06,RESCUE,,MANAGE,,SAN JOSE,2020-01-06
A0618285,BRODY,DOG,WHITE,BROWN,STAFFORDSHIRE,NEUTERED,2008-03-27,17 YEARS,2019-07-09,NORMAL,STRAY,FIELD,,2019-07-10,RTO,,,ENTRADA OLMOS X AVENIDA MANZANOS,SAN JOSE,2019-07-10
A0618840,ULYSSES,DOG,TRICOLOR,,DACHSHUND,MALE,2008-06-23,11 YEARS,2020-03-06,DEAD,DISPO REQ,OTC,,2020-03-06,DISPOSAL,,DEAD,,SAN JOSE,2020-03-06
A0622187,ROMEO,DOG,RED,WHITE,SIBERIAN HUSKY,NEUTERED,,NO AGE,2020-01-02,OTHER MED,STRAY,SVVS,,2020-01-02,RTO,,,2700 BLOCK MONTEREY RD,SAN JOSE,2020-01-02
A0622815,JAWZ,DOG,TRICOLOR,,BEAGLE,NEUTERED,2006-04-16,19 YEARS,2019-09-27,OTHER MED,STRAY,OTC,IP ADOPT,2019-09-28,RTO,,HEALTHY,6TH & JULIAN,SAN JOSE,2019-10-09
A0623331,OREO,DOG,GRAY,,MALTESE,SPAYED,2005-02-25,16 YEARS,2019-07-16,OTHER MED,STRAY,SVVS,,2019-07-16,RTO,,MANAGE,ROEDER X GREY GHOST,SAN JOSE,2019-07-16
A0623443,GRETCHEN,DOG,TRICOLOR,,SCHNAUZER MIN,SPAYED,2004-06-26,15 YEARS,2019-08-23,DEAD,DISPO REQ,OTC OWNED,DOA,2019-08-23,DISPOSAL,,DEAD,,SAN JOSE,2019-08-23
A0627510,CODY,DOG,WHITE,TAN,ENG BULLDOG,NEUTERED,2012-02-09,13 YEARS,2020-02-04,OTHER MED,OWNER SUR,OTC,NO TIME,2020-02-14,RESCUE,,MANAGE,,SAN JOSE,2020-02-14
A0628052,JESSIE,DOG,TAN,WHITE,POMERANIAN,NEUTERED,2008-04-05,17 YEARS,2020-03-13,OTHER MED,STRAY,OTC,,2020-03-19,RESCUE,,MANAGE,GOLDENRAIN DR & IMPATIENTS DR,SAN JOSE,2020-04-24
A0628726,MINNIE,DOG,BLACK,,CHIHUAHUA SH,SPAYED,2010-05-24,9 YEARS,2020-03-19,DEAD,DISPO REQ,OTC,,2020-03-19,DISPOSAL,,DEAD,,SAN JOSE,2020-03-19
A0632721,CLEO,DOG,TAN,,CHIHUAHUA SH,SPAYED,2006-05-07,19 YEARS,2019-11-29,OTHER MED,STRAY,OTC,,2019-12-31,ADOPTION,,MANAGE,"2100 BLOCK MONTEREY RD, SAN JOSE CA 95125",SAN JOSE,2020-01-07
A0633319,COOPER,DOG,GRAY,WHITE,MALTESE,NEUTERED,2010-07-25,15 YEARS,2019-07-19,NORMAL,OWNER SUR,OTC,,2019-08-01,RESCUE,,MANAGE,,,2019-08-01
A0634143,GIZMO,DOG,WHITE,BROWN,CHIHUAHUA SH,SPAYED,2005-05-12,15 YEARS,2019-07-26,DEAD,DISPO REQ,OTC,,2019-07-26,DISPOSAL,,UNHEALTHY,,,2019-07-26
A0635644,ALI,DOG,RED,,DACHSHUND,SPAYED,2005-06-05,14 YEARS,2019-11-14,DEAD,DISPO REQ,OTC OWNED,,2019-11-14,DISPOSAL,,DEAD,,SAN JOSE,2019-11-14
A0637875,LOBO,DOG,WHITE,,AMER ESKIMO,MALE,2011-11-18,9 YEARS,2019-08-26,NORMAL,STRAY,OTC,,2019-08-27,RTO,,,STORY RD,SAN JOSE,2019-08-27
A0638490,DUSTY,DOG,SABLE,TAN,YORKSHIRE TERR,MALE,2010-10-02,9 YEARS,2019-10-02,OTHER MED,OWNER SUR,OTC,,2019-10-03,RTO,,HEALTHY,,SAN JOSE,2019-10-03
A0639769,MINO,DOG,TAN,,CHIHUAHUA SH,FEMALE,2006-02-26,13 YEARS,2019-07-16,DEAD,DISPO REQ,OTC OWNED,,2019-07-16,DISPOSAL,,DEAD,,SAN JOSE,2019-07-16
A0640844,LENNY,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2007-06-25,18 YEARS,2019-11-23,NORMAL,STRAY,OTC,,2019-11-24,RTO,,,"1800 BLOCK WILLOW ST, SAN JOSE CA 95125",SAN JOSE,2019-11-24
A0643472,CHUCHO,DOG,WHITE,BROWN,CHIHUAHUA SH,NEUTERED,2007-07-31,14 YEARS,2019-12-05,OTHER MED,STRAY,OTC,,2019-12-06,RTO,,HEALTHY,1700 BLOCK S WHITE RD // MT PLEASANT HIGH SCHOOL,SAN JOSE,2019-12-06
A0644207,LOLA,DOG,TRICOLOR,,CHIHUAHUA SH,SPAYED,2009-03-17,16 YEARS,2019-07-11,OTHER MED,OWNER SUR,,,2019-07-15,RESCUE,,MANAGE,,SAN JOSE,2019-10-29
A0644292,DAKOTA,DOG,WHITE,BLACK,RAT TERRIER,SPAYED,2009-03-01,13 YEARS,2019-07-31,NORMAL,STRAY,OTC,IP EUTH,2019-07-31,RTO,,,SILVER LEAF / FLINTWELL,SAN JOSE,2019-07-31
A0645188,GARFIELD,CAT,ORANGE,,DOMESTIC SH,SPAYED,,NO AGE,2019-11-29,NORMAL,OWNER SUR,FIELD,,2020-01-06,RESCUE,,MANAGE,,SAN JOSE,2020-01-06
A0648300,COFFEE,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2008-10-12,17 YEARS,2019-07-27,OTHER MED,STRAY,FIELD,,2019-07-28,RTO,,,STERLING/ BARNHART,CUPERTINO,2019-07-28
A0648707,CHLOE,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2009-06-21,11 YEARS,2020-04-21,DEAD,DISPO REQ,FIELD,,2020-06-17,DISPOSAL,,DEAD,RUE BOULOGNE / POSTON,SAN JOSE,2020-06-17
A0648756,GORDO,DOG,GRAY,,SCHNAUZER MIN,MALE,2008-08-17,17 YEARS,2020-03-06,NORMAL,OWNER SUR,OTC,,2020-03-06,RTO,,HEALTHY,,SAN JOSE,2020-03-06
A0649080,TOBY,DOG,BLACK,,LABRADOR RETR,NEUTERED,2009-01-19,16 YEARS,2019-12-10,NORMAL,STRAY,OTC,,2019-12-10,RTO,,,200 BLOCK E HUMBOLDT ST/ S. 7TH ST SAN JOSE CA 95112,SAN JOSE,2019-12-10
