AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A0699244,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-05-15,MED R,STRAY,OTC,,2025-05-16,EUTH,,MED SEV,TRINIDAD DR X ALMADEN EXPY,SAN JOSE,2025-05-16
A0701071,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-28,MED SEV,STRAY,FIELD,,2025-02-28,EUTH,,MED SEV,PERIE LN. / SUNCREST,SAN JOSE,2025-02-28
A0704144,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-03-15,MED SEV,STRAY,OTC,,2025-03-15,EUTH,,MED SEV,COYOTE RD/SENTER RD,SAN JOSE,2025-03-15
A0706207,MEMO,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2008-09-21,17 YEARS,2024-11-24,MED R,STRAY,OTC,,2024-12-01,RESCUE,,MED R,CATHAY DR / HOPKINS DR,SAN JOSE,2024-12-01
A0711493,COCO,DOG,WHITE,BROWN,PARSON RUSS TER,SPAYED,2010-07-26,14 YEARS,2025-01-10,DEAD,DISPO REQ,OTC OWNED,,2025-01-10,DISPOSAL,,DEAD,,SAN JOSE,2025-01-10
A0713284,MOLLY,DOG,FAWN,,DACHSHUND,SPAYED,2010-09-11,14 YEARS,2024-11-09,DEAD,DISPO REQ,OTC,,2024-11-09,DISPOSAL,,DEAD,,SAN JOSE,2024-11-09
A0713539,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2009-05-16,15 YEARS,2024-11-06,DEAD,DISPO REQ,OTC,,2024-11-06,DISPOSAL,,DEAD,SENTER RD X STORY RD,SAN JOSE,2024-11-06
A0715569,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-03-01,MED SEV,STRAY,FIELD,,2025-03-02,EUTH,,MED SEV,DELLWOOD X STANWOOD,SAN JOSE,2025-03-03
A0716196,ARMANI,DOG,BROWN,TAN,CHIHUAHUA SH,NEUTERED,2010-07-25,15 YEARS,2025-04-14,MED M,STRAY,OTC,,2025-04-14,RTO,,MED M,GORDOLA CT/DEL REY AVE,SAN JOSE,2025-04-14
A0716454,EMMA,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2010-05-09,14 YEARS,2025-02-21,DEAD,DISPO REQ,OTC,,2025-02-21,DISPOSAL,,DEAD,,SAN JOSE,2025-02-21
A0717780,CONNIE,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2010-03-16,15 YEARS,2024-07-10,HEALTHY,FOSTER,,,2024-07-10,RESCUE,,HEALTHY,VIA CIELO X VIA VALVERDE,SAN JOSE,2025-04-03
A0717781,MIKAELA,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2010-03-16,15 YEARS,2024-07-10,HEALTHY,FOSTER,,,2024-07-10,RESCUE,,HEALTHY,VIA CIELO X VIA VALVERDE,SAN JOSE,2024-07-10
A0719419,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-20,MED SEV,STRAY,OTC,,2024-08-20,EUTH,,MED SEV,MILL POND DR X CANOAS GARDEN AVE,SAN JOSE,2025-08-14
A0721336,MISSHARRIETT,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,2009-01-27,15 YEARS,2024-07-27,DEAD,DISPO REQ,OTC OWNED,,2024-07-27,DISPOSAL,,DEAD,,SAN JOSE,2024-07-27
A0734308,DINKERS,DOG,BROWN,,CHIHUAHUA LH,NEUTERED,2009-08-03,16 YEARS,2024-08-29,MED R,STRAY,OTC,,2024-08-31,RTO,,,RANCHERO WAY X MITZI DR,SAN JOSE,2024-08-31
A0742526,JEWELS,DOG,WHITE,TAN,CHIHUAHUA SH,NEUTERED,2011-04-08,14 YEARS,2024-09-24,HEALTHY,STRAY,OTC,,2024-09-30,RESCUE,,HEALTHY,N 17TH ST X E TAYLOR,SAN JOSE,2024-09-30
A0746047,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-27,MED R,STRAY,OTC,,2024-08-06,RTF,,MED R,300 BLOCK FANYON ST X KENNEDY DR,MILPITAS,2024-08-06
A0748987,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-05-03,DEAD,DISPO REQ,OTC,,2025-05-03,DISPOSAL,,DEAD,BLUEJACKET WAY/BRANBURY WAY,SAN JOSE,2025-05-03
A0749879,,CAT,TORTIE-B\O,WHITE,DOMESTIC MH,SPAYED,,NO AGE,2025-02-25,DEAD,DISPO REQ,MEDVET,,2025-02-25,DISPOSAL,,DEAD,STOKES X ARBOR VISTA,SAN JOSE,2025-02-25
A0753204,MILO,DOG,RED,,CHIHUAHUA LH,MALE,,NO AGE,2024-07-30,DEAD,DISPO REQ,OTC,,2024-07-30,DISPOSAL,,DEAD,,SAN JOSE,2024-07-30
A0753221,BAMBOO,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2010-07-07,14 YEARS,2024-07-16,DEAD,DISPO REQ,OTC,,2024-07-16,DISPOSAL,,DEAD,BERONA WAY,SAN JOSE,2024-07-16
A0755318,YOSHI,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2010-09-26,14 YEARS,2025-05-09,DEAD,DISPO REQ,OTC OWNED,,2025-05-09,DISPOSAL,,DEAD,,SAN JOSE,2025-05-09
A0757232,CANELA,CAT,CALICO-TRI,,DOMESTIC LH,SPAYED,2007-05-22,17 YEARS,2024-08-10,DEAD,DISPO REQ,OTC OWNED,,2024-08-10,DISPOSAL,,DEAD,,SAN JOSE,2024-08-10
A0762292,GAUSS,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2010-11-01,15 YEARS,2024-11-20,MED R,STRAY,OTC,,2024-12-23,ADOPTION,,MED R,,SAN JOSE,2024-12-23
A0766635,TOPHER,CAT,ORANGE,,DOMESTIC SH,MALE,2011-04-08,13 YEARS,2024-11-04,DEAD,DISPO REQ,OTC,,2024-11-16,DISPOSAL,,DEAD,PINOT CT / MUSCAT DR,SAN JOSE,2024-11-16
A0767314,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-11-10,MED SEV,STRAY,FIELD,,2024-11-10,EUTH,,MED SEV,BUCKNER DR X MEADOW LN,SAN JOSE,2024-11-10
A0769136,NO TNR/TIP'D,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-05-07,DEAD,DISPO REQ,OTC,,2025-05-08,DISPOSAL,,DEAD,SATINWOOD DR/CREEKMORE WAY,SAN JOSE,2025-05-08
A0769885,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-12-13,MED SEV,STRAY,OTC,,2024-12-16,EUTH,,MED SEV,UMBARGER RD/MONTEREY RD,SAN JOSE,2024-12-16
A0773805,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-10-04,MED SEV,STRAY,OTC,,2024-10-04,EUTH,,MED EMERG,0 BLOCK UMBARGER RD X AIELLO DR,SAN JOSE,2024-10-04
A0776196,,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-12,MED SEV,STRAY,OTC,,2024-07-12,EUTH,,MED SEV,E SAN FERNANDO ST/S 34TH ST,SAN JOSE,2024-07-12
A0782205,CHRISTOPHER,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2011-06-04,13 YEARS,2025-02-22,DEAD,DISPO REQ,FIELD,,,,,,,CAMPBELL,2025-02-22
A0783446,JAGGER,DOG,BLACK,,LABRADOR RETR,MALE,2011-08-19,13 YEARS,2024-10-13,DEAD,DISPO REQ,OTC OWNED,,2024-10-13,DISPOSAL,,DEAD,,SAN JOSE,2024-10-13
A0787074,MOUSE,DOG,BROWN,,CHIHUAHUA LH,FEMALE,2011-12-08,13 YEARS,2024-11-19,DEAD,DISPO REQ,,,2024-11-19,DISPOSAL,,DEAD,,,2025-03-11
A0788419,BUD,DOG,TRICOLOR,,BASSET HOUND,NEUTERED,2011-09-25,12 YEARS,2024-08-20,DEAD,DISPO REQ,OTC OWNED,,2024-08-20,DISPOSAL,,DEAD,,SAN JOSE,2024-08-20
A0794403,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-01-21,MED R,STRAY,OTC,,2025-01-21,EUTH,,MED SEV,MANTON DR X VENADO WAY,SAN JOSE,2025-01-21
A0794694,,CAT,BLACK,,DOMESTIC LH,NEUTERED,,NO AGE,2024-11-17,DEAD,DISPO REQ,MEDVET,,2024-11-17,DISPOSAL,,DEAD,SUSSEX X E CAPITOL,SAN JOSE,2025-08-14
A0796309,COCOA,DOG,BLACK,,CHIHUAHUA SH,SPAYED,,NO AGE,2024-07-20,DEAD,DISPO REQ,OTC,,2024-07-20,DISPOSAL,,DEAD,2200 BLOCK DENAIR AVE / BAYARD DR,SAN JOSE,2024-07-20
A0797930,,CAT,TABBY-ORG,,DOMESTIC MH,NEUTERED,,NO AGE,2024-11-13,MED SEV,STRAY,OTC,,2024-11-13,EUTH,,MED SEV,DIXON RD/VEGAS AVE,MILPITAS,2024-11-13
A0798323,KEE BOY,DOG,BROWN,,CHIHUAHUA SH,MALE,2011-08-10,13 YEARS,2025-05-07,DEAD,DISPO REQ,OTC,,2025-05-07,DISPOSAL,,DEAD,JACKIE DR,SAN JOSE,2025-05-07
A0799651,CASPER,DOG,WHITE,,RAT TERRIER,MALE,2011-11-17,13 YEARS,2025-04-23,DEAD,DISPO REQ,OTC,,2025-04-23,DISPOSAL,,DEAD,2000 BLOCK LADDIE WAY,SAN JOSE,2025-04-23
A0799824,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-10-28,MED SEV,STRAY,FIELD,,2024-10-29,EUTH,,MED SEV,S 31ST X SAN ANTONIO,SAN JOSE,2024-10-30
A0807847,,CAT,BLACK,,DOMESTIC LH,NEUTERED,,NO AGE,2025-03-25,DEAD,DISPO REQ,FIELD,,2025-03-25,DISPOSAL,,DEAD,MINNESOTA/ HICKS AVE,SAN JOSE,2025-03-25
A0808004,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-12-31,MED SEV,STRAY,FIELD,,2025-01-06,EUTH,,MED SEV,RIDGETREE WAY X OAK FLAT RD,SAN JOSE,2025-01-06
A0810546,,CAT,BLACK,BLACK,DOMESTIC SH,NEUTERED,,NO AGE,2024-11-08,MED SEV,STRAY,OTC,,2024-11-08,DIED,,MED SEV,VALLEY HEIGHTS DR/MABURY RD,SAN JOSE,2024-11-08
A0811372,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-01-27,MED SEV,STRAY,OTC,,2025-01-27,EUTH,,MED SEV,VALLEY HEIGHTS DR/GRAND VIEW DR,SAN JOSE,2025-01-27
A0812391,MESA,CAT,BLACK,,DOMESTIC MH,SPAYED,2010-11-26,15 YEARS,2025-01-07,HEALTHY,STRAY,FOUND,,2025-02-19,FOUND ANIM,,HEALTHY,E HAMILTON AVE/WINCHESTER BLVD,CAMPBELL,2025-03-04
A0817130,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2012-01-01,13 YEARS,2025-01-26,MED R,STRAY,OTC,,2025-02-03,RTF,,MED R,LITTLE ORCHARD ST/STAUFFER BLVD,SAN JOSE,2025-02-03
A0817130,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2012-01-01,13 YEARS,2025-03-05,MED SEV,STRAY,OTC,,2025-03-06,EUTH,,MED SEV,LITTLE ORCHARD ST,SAN JOSE,2025-03-06
A0817199,SPOTTIE,DOG,WHITE,,CHIHUAHUA SH,NEUTERED,2012-03-31,12 YEARS,2024-09-20,DEAD,DISPO REQ,OTC,,2024-09-20,DISPOSAL,,DEAD,400 BLOCK N 14TH ST / WASHINGTON ST,SAN JOSE,2024-09-20
A0817490,MISSY,DOG,TAN,BLACK,YORKSHIRE TERR,SPAYED,2012-09-18,11 YEARS,2024-07-15,DEAD,DISPO REQ,OTC,,2024-07-15,DISPOSAL,,DEAD,,SAN JOSE,2024-07-15
A0818832,LUCKY,DOG,BLACK,BROWN,CHIHUAHUA SH,NEUTERED,2012-02-26,13 YEARS,2025-02-24,MED R,STRAY,MEDVET,,2025-02-28,ADOPTION,,,UNK,SAN JOSE,2025-02-28
A0820045,ATHENA,DOG,BLACK,BROWN,MIN PINSCHER,FEMALE,2010-05-04,14 YEARS,2024-09-12,DEAD,DISPO REQ,OTC,,2024-09-12,DISPOSAL,,DEAD,,SAN JOSE,2024-09-12
A0820268,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2016-01-09,9 YEARS,2024-12-28,MED R,STRAY,OTC,,2025-01-12,RTF,,HEALTHY,YERBA BUENA RD / PASEO DE ARBOLES,SAN JOSE,2025-01-12
A0820993,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-11,AGGRESSIVE,STRAY,OTC,,2024-09-11,EUTH,,MED SEV,CHOPIN AVE X PUCCINI AVE,SAN JOSE,2024-09-11
A0821113,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2012-10-03,12 YEARS,2024-10-03,MED SEV,STRAY,MEDVET,,2024-10-15,EUTH,,MED SEV,3600 BLOCK OF ROLLINGSIDE DR.,SAN JOSE,2024-10-15
A0821235,,CAT,TORBI-BRN,WHITE,DOMESTIC SH,SPAYED,2024-03-14,1 YEAR 2 MONTHS,2025-05-06,MED SEV,STRAY,FIELD,,2025-05-13,EUTH,,MED SEV,CORTONA DR / RUBY AVE,SAN JOSE,2025-05-14
A0822483,MILES,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2011-08-22,13 YEARS,2025-03-03,DEAD,DISPO REQ,MEDVET,,2025-03-03,DISPOSAL,,DEAD,900 BLOCK DELL,CAMPBELL,2025-03-03
A0823438,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-12-29,MED SEV,STRAY,OTC,,2024-12-29,EUTH,,MED SEV,TULLY X SENTER RD,SAN JOSE,2024-12-31
A0824191,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-04-25,MED SEV,STRAY,OTC,,2025-04-25,EUTH,,MED SEV,DAKAN CT/FARM DR,SAN JOSE,2025-04-25
A0829460,LITTLE MAN (FAT MAN),DOG,TAN,,CHIHUAHUA SH,NEUTERED,2012-05-17,13 YEARS,2024-07-16,HEALTHY,STRAY,MEDVET,,2024-07-20,RTO,,HEALTHY,SANTA TERESA X SAN IGNACIO,SAN JOSE,2024-07-20
A0829761,,CAT,BLACK,,DOMESTIC MH,SPAYED,,NO AGE,2025-03-21,DEAD,DISPO REQ,OTC,,2025-03-21,DISPOSAL,,DEAD,DANDERHALL WAY X ABORN,SAN JOSE,2025-03-21
A0830108,MIKE,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2011-03-19,13 YEARS,2025-02-15,DEAD,DISPO REQ,OTC OWNED,,2025-02-15,DISPOSAL,,DEAD,,SAN JOSE,2025-02-15
A0830781,MOOMOO,CAT,WHITE,GRAY,DOMESTIC SH,SPAYED,2013-03-29,12 YEARS,2024-08-21,MED R,STRAY,OTC,,2024-09-18,ADOPTION,,HEALTHY,LEWISTON DR  X MIDVALE LN,SAN JOSE,2024-09-18
A0832340,JOURNEY,DOG,RED,,BOSTON TERRIER,SPAYED,2012-08-10,13 YEARS,2025-02-24,MED R,STRAY,FIELD,,2025-02-24,RTO,,MED R,BEACONSFIELD RD / MCLAUGHLIN AVE,SAN JOSE,2025-02-24
A0832347,LUCY,DOG,TRICOLOR,,MIN PINSCHER,SPAYED,2013-01-25,12 YEARS,2024-12-07,HEALTHY,STRAY,OTC,,2024-12-11,RTO,,HEALTHY,MASTIC ST/FLOYD ST,SAN JOSE,2024-12-11
A0832901,TIPPED NOTNR,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-01-06,MED SEV,STRAY,OTC,,2025-01-06,EUTH,,MED SEV,SAWGRASS DR/MERION DR,SAN JOSE,2025-01-08
A0833825,TOTO,DOG,ORANGE,SABLE,POMERANIAN,NEUTERED,2010-11-18,14 YEARS,2025-01-24,DEAD,DISPO REQ,OTC,,2025-01-24,DISPOSAL,,DEAD,,,2025-04-10
A0835022,SNOW,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-02,DEAD,DISPO REQ,FIELD,,2025-02-02,DISPOSAL,,DEAD,JEANNE X MELBOURNE,SAN JOSE,2025-02-02
A0842371,,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2011-07-19,14 YEARS,2024-07-19,MED SEV,STRAY,,,2024-07-25,EUTH,,MED SEV,12TH STREET AND SANTA CLARA ST.,SAN JOSE,2025-08-28
A0845941,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-04-24,MED SEV,STRAY,OTC,,2025-04-24,EUTH,,MED SEV,SOPHIST DR X BOULDER DR,SAN JOSE,2025-05-14
A0847649,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-08-07,DEAD,DISPO REQ,OTC,,2024-08-07,DISPOSAL,,DEAD,PFEIFLE AVE X FEHREN DR,SAN JOSE,2024-08-07
A0849982,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-11-29,DEAD,DISPO REQ,OTC,,2024-11-29,DISPOSAL,,DEAD,TULLY RD/CAPITOL EXPY,SAN JOSE,2024-11-29
A0850374,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2012-05-07,13 YEARS,2025-05-07,MED SEV,STRAY,OTC,,2025-05-07,EUTH,,MED SEV,VICTORIA PARK DR/LONDON PARK CT,SAN JOSE,2025-05-08
A0870272,LILY,DOG,WHITE,BROWN,PIT BULL,SPAYED,2013-04-09,12 YEARS,2024-07-11,HEALTHY,CONFISCATE,POLICE,,2024-07-18,RTO,,HEALTHY,,SAN JOSE,2024-07-18
A0871219,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-26,MED EMERG,STRAY,FIELD,,2024-07-26,EUTH,,MED EMERG,MAYSONG CT X AUTUMNSONG,SAN JOSE,2024-07-26
A0871416,MOLLY MOO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2013-05-16,12 YEARS,2025-01-15,HEALTHY,FOSTER,,,2025-01-15,ADOPTION,,HEALTHY,,OUT OF COUNTY,2025-01-15
A0873191,OREO,DOG,BLACK,WHITE,SCHNAUZER MIN,NEUTERED,2010-10-30,14 YEARS,2024-10-09,DEAD,DISPO REQ,OTC OWNED,,2024-10-09,DISPOSAL,,DEAD,,CAMPBELL,2024-10-09
A0873873,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-01-28,MED SEV,STRAY,OTC,,2025-01-28,EUTH,,MED SEV,3900 BLOCK ZANKER RD X HOLGER WAY,SAN JOSE,2025-01-28
A0881604,ANGEL,DOG,BLACK,,POODLE MIN,SPAYED,2010-08-03,15 YEARS,2024-08-03,HEALTHY,STRAY,OTC,,2024-08-03,RTO,,HEALTHY,600 BLOCK NORTH/E CAPITOL EXPY,SAN JOSE,2024-08-06
A0882045,HADES,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2013-05-19,11 YEARS,2024-09-19,DEAD,DISPO REQ,OTC OWNED,,2024-09-19,DISPOSAL,,DEAD,,SAN JOSE,2024-09-19
A0883110,LUCKY,DOG,WHITE,,POODLE STND,MALE,2013-05-05,12 YEARS,2025-01-05,HEALTHY,STRAY,OTC,,2025-01-06,RTO,,HEALTHY,NIEMAN/PLUMSTEAD,SAN JOSE,2025-01-06
A0884007,ZIGGY,DOG,WHITE,,MALTESE,NEUTERED,2010-09-08,14 YEARS,2024-07-08,HEALTHY,FOSTER,,,2024-07-08,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-09
A0885477,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-12-20,DEAD,DISPO REQ,OTC,,2024-12-20,DISPOSAL,,DEAD,E HEDDING ST,SAN JOSE,2024-12-20
A0887412,TALLULAH,DOG,WHITE,TAN,SHIH TZU,SPAYED,2013-08-27,12 YEARS,2025-04-12,HEALTHY,STRAY,FOUND,,2025-04-12,FOUND ANIM,,HEALTHY,TENNANT AVE/SOUTHVIEW DR,SAN JOSE,2025-04-12
A0888151,MOLLY,DOG,BLUE,WHITE,PIT BULL,SPAYED,2013-03-18,11 YEARS,2024-11-02,DEAD,DISPO REQ,OTC,,2024-11-02,DISPOSAL,,DEAD,,SAN JOSE,2024-11-02
A0888756,COTTON,DOG,WHITE,TAN,MALTESE,NEUTERED,2008-03-25,17 YEARS,2024-07-21,MED R,STRAY,OTC,,2024-07-22,RTO,,MED R,YASOU DEMAS WAY X AUTOTECH WY,SAN JOSE,2024-07-22
A0890284,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-21,MED SEV,STRAY,OTC,,2024-08-23,DIED,,MED SEV,UMBARGER RD X AIELLO DR,SAN JOSE,2024-08-23
A0890303,,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,,NO AGE,2025-04-19,DEAD,DISPO REQ,OTC,,2025-04-19,DISPOSAL,,DEAD,ENTRADA CEDROS/AVENDIA ARBOLES,SAN JOSE,2025-04-19
A0891467,ANUBIS,DOG,WHITE,BRINDLE-BN,BULL TERRIER,NEUTERED,2011-03-27,14 YEARS,2024-10-10,HEALTHY,STRAY,FIELD,,2024-10-10,RTO,,HEALTHY,ALMA X POMONA,SAN JOSE,2024-10-10
A0891467,ANUBIS,DOG,WHITE,BRINDLE-BN,BULL TERRIER,NEUTERED,2011-03-27,14 YEARS,2024-10-07,MED R,STRAY,FIELD,,2024-10-09,RTO,,MED R,WILLOW / ALMADEN,SAN JOSE,2024-10-09
