AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A0498509,DARKTO,DOG,BLACK,TAN,GERM SHEPHERD,NEUTERED,2005-03-08,18 YEARS,2019-02-03,OTHER MED,STRAY,OTC,,2019-02-05,RTO,,MANAGE,"1800 BLOCK CUNNINGHAM AVE, SAN JOSE CA 95122",SAN JOSE,2019-02-05
A0513908,SCOOTER,DOG,YELLOW,,LABRADOR RETR,NEUTERED,2004-07-27,21 YEARS,2019-02-21,OTHER MED,CONFISCATE,BITE,,2019-03-07,RTO,,UNHEALTHY,,SAN JOSE,2019-03-07
A0513908,SCOOTER,DOG,YELLOW,,LABRADOR RETR,NEUTERED,2004-07-27,21 YEARS,2018-08-30,NORMAL,CONFISCATE,POLICE,,2018-08-30,RTO,,,,SAN JOSE,2018-08-30
A0517937,CHASE,DOG,YELLOW,,LABRADOR RETR,NEUTERED,2004-08-21,14 YEARS,2018-08-21,DEAD,DISPO REQ,OTC OWNED,,2018-08-21,DISPOSAL,,DEAD,,SAN JOSE,2018-08-21
A0520998,LORD TWINKLE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2005-03-20,13 YEARS,2018-09-21,DEAD,DISPO REQ,OTC OWNED,,2018-09-21,DISPOSAL,,DEAD,,SAN JOSE,2018-09-21
A0521424,SHAWNEE,DOG,TRICOLOR,,BEAGLE,SPAYED,2006-07-04,19 YEARS,2018-12-12,OTHER MED,STRAY,OTC,,2018-12-13,RTO,,HEALTHY,"2600 BLOCK BRITT WY, SAN JOSE CA 95148",SAN JOSE,2018-12-13
A0524327,COCO,DOG,CREAM,,COCKER SPAN,SPAYED,2006-06-17,12 YEARS,2018-07-28,DEAD,DISPO REQ,OTC OWNED,DOA,2018-07-28,DISPOSAL,,DEAD,,SAN JOSE,2018-07-28
A0524535,PACO,DOG,CREAM,,CHIHUAHUA SH,NEUTERED,2006-04-22,19 YEARS,2018-09-23,NORMAL,STRAY,OTC,,2018-11-16,ADOPTION,,MANAGE,"900 BLOCK S 10TH ST, SAN JOSE CA 95112",SAN JOSE,2018-11-16
A0527289,ASHLEE,DOG,MERLE-BLUE,,POMERANIAN,FEMALE,2005-12-19,12 YEARS,2018-10-09,DEAD,DISPO REQ,OTC,,2018-10-09,DISPOSAL,,DEAD,,,2018-10-09
A0527681,CHARLOTTE,CAT,TORTIE-DIL,WHITE,DOMESTIC SH,SPAYED,2006-08-28,12 YEARS,2018-09-30,OTHER MED,STRAY,OTC,IP EUTH,2018-10-12,EUTH,,MANAGE,"600 BLOCK JASPER ST, SAN JOSE CA 95116",SAN JOSE,2018-10-12
A0530294,GOYO,DOG,BLACK,BROWN,DACHSHUND,MALE,,NO AGE,2018-09-20,DEAD,DISPO REQ,OTC OWNED,DOA,2018-09-20,DISPOSAL,,DEAD,,SAN JOSE,2018-09-20
A0531389,DYLAN,DOG,BLACK,TAN,YORKSHIRE TERR,MALE,2001-07-11,18 YEARS,2018-07-10,OTHER MED,STRAY,OTC,,2018-07-11,RTO,,MANAGE,"2400 BLOCK GREENGATE DR, SAN JOSE CA 95132",SAN JOSE,2018-07-11
A0532132,BO,DOG,BLACK,WHITE,AUST CATTLE DOG,NEUTERED,2005-08-19,16 YEARS,2018-12-07,DEAD,DISPO REQ,OTC,,2022-03-29,DISPOSAL,,DEAD,,SAN JOSE,2022-03-29
A0532540,JOEY,DOG,TAN,,CAIRN TERRIER,NEUTERED,2006-07-12,12 YEARS,2018-08-14,DEAD,DISPO REQ,OTC OWNED,,2018-08-14,DISPOSAL,,DEAD,,SAN JOSE,2018-08-14
A0533019,LIZZIE,DOG,WHITE,,BICHON FRISE,SPAYED,2005-12-01,13 YEARS,2018-09-12,OTHER MED,OWNER SUR,OTC,NO TIME,2018-09-12,EUTH,,UNHEALTHY,,SAN JOSE,2018-09-12
A0533020,RICKEY,DOG,WHITE,,BICHON FRISE,NEUTERED,2005-12-01,19 YEARS,2018-09-07,NORMAL,OWNER SUR,OTC,,2018-09-17,RESCUE,,MANAGE,,SAN JOSE,2018-09-17
A0536062,JAKE,DOG,RED,WHITE,PIT BULL,SPAYED,2006-02-28,12 YEARS,2018-12-31,DEAD,DISPO REQ,OTC OWNED,DOA,2018-12-31,DISPOSAL,,DEAD,,SAN JOSE,2018-12-31
A0538007,FRANKIE,DOG,TRICOLOR,WHITE,BORDER COLLIE,NEUTERED,2004-10-01,14 YEARS,2018-12-29,DEAD,DISPO REQ,OTC OWNED,,2019-01-15,DISPOSAL,,DEAD,,SAN JOSE,2019-01-15
A0539718,PALOMO,DOG,WHITE,TAN,PARSON RUSS TER,NEUTERED,2006-04-03,19 YEARS,2018-07-31,NORMAL,STRAY,OTC,,2018-08-01,RTO,,HEALTHY,CAPITOL EXPWY AND SNELL AVE,SAN JOSE,2018-08-01
A0543486,COOPER,DOG,BLACK,TAN,WELSH TERRIER,NEUTERED,2005-09-01,15 YEARS,2018-11-03,NORMAL,STRAY,OTC,,2018-11-04,RTO,,,,,2018-11-04
A0543647,ROCCO,DOG,FAWN,WHITE,BOXER,NEUTERED,2007-09-05,11 YEARS,2018-11-26,DEAD,DISPO REQ,OTC OWNED,,2018-11-26,DISPOSAL,,DEAD,,SAN JOSE,2018-11-28
A0547001,BINGO,DOG,BLACK,WHITE,CAIRN TERRIER,NEUTERED,2007-03-30,11 YEARS,2018-09-13,DEAD,DISPO REQ,OTC OWNED,,2018-09-13,DISPOSAL,,DEAD,,SAN JOSE,2018-09-13
A0547907,PUFFY,DOG,WHITE,,POODLE MIN,NEUTERED,2006-02-05,14 YEARS,2018-07-05,NORMAL,STRAY,OTC,,2018-07-06,RTO,,,"1700 BLOCK STORY RD, SAN JOSE CA 95122",SAN JOSE,2018-07-06
A0548253,JASMINE,DOG,TAN,WHITE,PIT BULL,SPAYED,2002-09-01,15 YEARS,2018-07-16,DEAD,DISPO REQ,OTC OWNED,DOA,2018-07-16,DISPOSAL,,DEAD,,SAN JOSE,2018-07-16
A0548425,LEILA,DOG,BROWN,WHITE,CHIHUAHUA SH,SPAYED,2006-11-11,18 YEARS,2018-09-29,NORMAL,OWNER SUR,OTC,OWNER PROB,2018-10-11,ADOPTION,,MANAGE,,SAN JOSE,2018-10-11
A0548972,OSO,DOG,BROWN,,CHIHUAHUA SH,MALE,2006-09-13,12 YEARS,2018-09-23,OTHER MED,OWNER SUR,OTC,,2018-09-27,EUTH,,MANAGE,,SAN JOSE,2018-09-27
A0554885,GIGI,DOG,BROWN,BLACK,CHIHUAHUA SH,SPAYED,2005-01-29,20 YEARS,2019-02-15,OTHER MED,STRAY,FIELD,,2019-02-15,RTO,,,WALNUT WOODS X CLEMENCE,SAN JOSE,2019-02-15
A0555099,CLEOPATRA,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,2007-06-16,13 YEARS,2018-07-30,OTHER MED,OWNER SUR,OTC,OWNER PROB,2018-08-19,RTO,,HEALTHY,,SAN JOSE,2018-08-19
A0555499,MOCHI,DOG,WHITE,,JAPANESE CHIN,NEUTERED,2007-03-07,12 YEARS,2018-10-07,DEAD,DISPO REQ,OTC OWNED,,2018-10-07,DISPOSAL,,DEAD,,SAN JOSE,2018-10-07
A0558471,TOFU,DOG,FAWN,BLACK,PUG,NEUTERED,2003-11-08,21 YEARS,2018-11-05,OTHER MED,TRANSFER,HSSV,,2018-11-10,RESCUE,,MANAGE,ARIZONA AVE,MILPITAS,2019-01-18
A0561432,CAESAR,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2007-07-18,12 YEARS,2018-07-30,OTHER MED,OWNER SUR,OTC,OWNER PROB,2018-08-19,ADOPTION,,MANAGE,,SAN JOSE,2018-08-19
A0562953,PUMPKIN,CAT,TORTIE-B\O,WHITE,DOMESTIC SH,SPAYED,2007-04-05,18 YEARS,2019-01-31,OTHER MED,OWNER SUR,OTC,,2019-02-09,ADOPTION,,HEALTHY,,SAN JOSE,2019-02-09
A0564551,CHICO,DOG,WHITE,BROWN,CHIHUAHUA SH,NEUTERED,,NO AGE,2018-12-22,DEAD,DISPO REQ,OTC OWNED,,2018-12-22,DISPOSAL,,DEAD,,SAN JOSE,2018-12-22
A0567287,GONZO,CAT,TABBY-ORG,WHITE,DOMESTIC MH,NEUTERED,2007-06-13,18 YEARS,2018-08-28,NORMAL,OWNER SUR,OTC,LANDLORD,2018-09-04,RESCUE,,MANAGE,,SAN JOSE,2018-09-04
A0567978,DAISY,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2007-06-01,18 YEARS,2018-07-21,NORMAL,OWNER SUR,OTC,,2018-08-17,ADOPTION,,REHAB,,SAN JOSE,2018-08-17
A0568234,SUSHI,DOG,GRAY,,CHIHUAHUA SH,FEMALE,2008-11-06,10 YEARS,2018-11-06,DEAD,DISPO REQ,OTC OWNED,,2018-11-06,DISPOSAL,,DEAD,,SAN JOSE,2018-11-06
A0570528,SHADOW,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2004-12-26,3 YEARS,2018-07-10,OTHER MED,STRAY,OTC,,2018-07-10,RTO,,HEALTHY,RAINBOW DR AND S STELLING ROAD,CUPERTINO,2018-07-10
A0571294,TRAVIESA,DOG,TAN,,CHIHUAHUA SH,SPAYED,2004-11-04,20 YEARS,2019-01-22,OTHER MED,EUTH REQ,OTC OWNED,IP EUTH,2019-01-29,RESCUE,,MANAGE,,SAN JOSE,2019-02-04
A0571295,PRINCESS,DOG,TAN,,CHIHUAHUA SH,SPAYED,2006-01-22,19 YEARS,2019-01-22,OTHER MED,EUTH REQ,OTC OWNED,,2019-01-29,RESCUE,,MANAGE,,SAN JOSE,2019-02-04
A0571346,OREO,DOG,BLACK,WHITE,BOSTON TERRIER,NEUTERED,2007-08-10,13 YEARS,2018-11-14,OTHER MED,STRAY,FIELD,,2018-11-15,RTO,,,TWILIGHT / WOODARD,SAN JOSE,2018-11-15
A0577246,NEGRA,DOG,BLACK,BROWN,ROTTWEILER,FEMALE,2007-04-08,18 YEARS,2018-10-10,NORMAL,OWNER SUR,FIELD,,2018-10-12,RTO,,MANAGE,,SAN JOSE,2018-10-12
A0577300,OSO,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2007-03-09,11 YEARS,2019-01-19,DEAD,DISPO REQ,OTC OWNED,,2019-01-19,DISPOSAL,,DEAD,,SAN JOSE,2019-01-19
A0577710,PRINCESS,DOG,WHITE,,BICHON FRISE,SPAYED,2007-07-11,18 YEARS,2018-07-08,OTHER MED,EUTH REQ,OTC OWNED,,2018-07-18,RESCUE,,MANAGE,,SAN JOSE,2018-07-18
A0577731,MERLIN,DOG,BLACK,,COCKER SPAN,NEUTERED,2005-03-17,20 YEARS,2018-08-01,OTHER MED,TRANSFER,COUNTY,,2018-08-02,RTO,,,"3500 BLOCK KLEIN CT, SAN JOSE CA 95148",SAN JOSE,2018-08-02
A0577731,MERLIN,DOG,BLACK,,COCKER SPAN,NEUTERED,2005-03-17,20 YEARS,2018-08-02,OTHER MED,OWNER SUR,OTC,,2018-08-05,RTO,,REHAB,,SAN JOSE,2018-08-05
A0580065,DINO,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2001-09-01,18 YEARS,2018-11-03,OTHER MED,STRAY,OTC,,2018-11-04,RTO,,,"300 BLOCK UMBARGER RD, SAN JOSE, CA 95111",,2018-11-04
A0581922,TOMMY,DOG,WHITE,BLACK,AUST CATTLE DOG,NEUTERED,2008-07-01,17 YEARS,2018-07-01,OTHER MED,OWNER SUR,OTC,,2018-07-18,RESCUE,,MANAGE,,MILPITAS,2018-07-18
A0582166,SCRATCH,DOG,BROWN,,DACHSHUND,NEUTERED,2004-04-23,14 YEARS,2018-07-27,DEAD,DISPO REQ,OTC OWNED,,2018-07-27,DISPOSAL,,DEAD,,SAN JOSE,2018-07-27
A0583062,KIRA,CAT,TABBY-BRN,WHITE,DOMESTIC LH,SPAYED,2008-03-07,17 YEARS,2018-07-07,OTHER MED,STRAY,OTC,,2018-07-21,RESCUE,,REHAB,"300 BLOCK S 20TH ST, SAN JOSE CA 95116",SAN JOSE,2018-07-21
A0591684,MAX,DOG,BLACK,WHITE,CHIHUAHUA SH,MALE,2007-03-03,1 YEAR 4 MONTHS,2018-07-04,NORMAL,STRAY,OTC,,2018-07-05,RTO,,,"2600 BLOCK GLEN HARWICK CT, SAN JOSE CA 95148",SAN JOSE,2018-07-05
A0592622,CHARLIE,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2007-09-22,18 YEARS,2018-10-07,OTHER MED,OWNER SUR,OTC,ESCAPES,2018-10-27,RESCUE,,MANAGE,,SAN JOSE,2018-10-29
A0592622,CHARLIE,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2007-09-22,18 YEARS,2018-10-06,OTHER MED,STRAY,OTC,,2018-10-07,RTO,,HEALTHY,STOCKTON @ ALEMEDA WHOLE FOODS,SAN JOSE,2018-10-07
A0593205,COCO,DOG,BLACK,,LABRADOR RETR,NEUTERED,2007-12-26,10 YEARS,2018-11-07,DEAD,DISPO REQ,OTC OWNED,,2018-11-07,DISPOSAL,,DEAD,,SAN JOSE,2018-11-07
A0595196,TOBY,DOG,BROWN,,FOX TERR SMOOTH,NEUTERED,2006-08-11,19 YEARS,2018-11-06,OTHER MED,TRANSFER,HSSV,,2018-11-06,RTO,,,2300 BLOCK RAVINE DR,SAN JOSE,2019-01-18
A0596140,PUDDLES,CAT,TRICOLOR,,DOMESTIC MH,SPAYED,2003-08-23,22 YEARS,2018-09-27,OTHER MED,STRAY,OTC,,2018-09-29,RTO,,MANAGE,"2600 BLOCK THRASHER LN, SAN JOSE CA 95125",SAN JOSE,2018-09-29
A0601797,KAHLUA,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2008-04-12,17 YEARS,2018-08-03,NORMAL,OWNER SUR,FIELD,,2018-09-19,RESCUE,,UNHEALTHY,,LOS GATOS,2018-09-19
A0601866,TIFFANY,DOG,TRICOLOR,,SHIH TZU,FEMALE,2008-03-21,12 YEARS,2019-01-02,OTHER MED,STRAY,OTC,,2019-01-02,RTO,,MANAGE,,SAN JOSE,2019-01-02
A0603404,SAMANTHA,CAT,BLACK,,DOMESTIC SH,SPAYED,2004-07-01,19 YEARS,2018-09-20,DEAD,DISPO REQ,FIELD,,2018-09-20,DISPOSAL,,DEAD,MACKIN WOODS X FALERNO,SAN JOSE,2018-09-20
A0604983,FINNEGAN,DOG,BROWN,WHITE,BEAGLE,NEUTERED,2008-03-01,17 YEARS,2018-09-27,NORMAL,OWNER SUR,OTC,,2018-10-09,RESCUE,,REHAB,,SAN JOSE,2018-10-09
A0606801,MIKEY,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2007-06-24,11 YEARS,2018-07-05,DEAD,DISPO REQ,OTC OWNED,DOA,2018-07-06,DISPOSAL,,DEAD,,SAN JOSE,2018-07-06
A0607356,TYKO,DOG,WHITE,,MALTESE,NEUTERED,2009-09-06,9 YEARS,2018-07-28,OTHER MED,OWNER SUR,OTC,,2018-08-08,TRANSFER,,REHAB,,CAMPBELL,2018-08-08
A0609212,PINTO,DOG,WHITE,BROWN,PARSON RUSS TER,MALE,2008-05-14,15 YEARS,2018-10-28,NORMAL,STRAY,OTC,,2018-10-28,RTO,,,"4900 BLOCK SCARLETT WAY, SAN JOSE CA 95111",SAN JOSE,2018-10-28
A0615340,CHEECH,DOG,BROWN,WHITE,LABRADOR RETR,NEUTERED,2005-01-01,14 YEARS,2018-12-13,OTHER MED,STRAY,OTC,,2018-12-14,RTO,,MANAGE,"500 BLOCK NICHOLSON LN, SAN JOSE CA 95134",SAN JOSE,2018-12-14
A0615340,CHEECH,DOG,BROWN,WHITE,LABRADOR RETR,NEUTERED,2005-01-01,14 YEARS,2018-09-16,NORMAL,STRAY,FIELD,,2018-09-18,RTO,,MANAGE,SPINDRIFT PL/NICHOLSON,MILPITAS,2018-09-18
A0616973,CUDDY MAC,DOG,RED,,PIT BULL,NEUTERED,2008-05-12,12 YEARS,2018-09-22,NORMAL,CONFISCATE,ASO,,2018-11-14,RTO,,REHAB,,SAN JOSE,2018-11-14
A0617165,SPIKE,DOG,TAN,WHITE,PIT BULL,NEUTERED,2008-06-13,17 YEARS,2018-08-24,OTHER MED,STRAY,OTC,,2018-10-21,ADOPTION,,REHAB,SINGLETON RD. / BRODIE DR.,SAN JOSE,2018-10-21
A0620073,SUNDAY,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2004-05-09,14 YEARS,2018-11-09,DEAD,DISPO REQ,OTC OWNED,,2018-11-09,DISPOSAL,,DEAD,,SAN JOSE,2018-11-09
A0620665,CHARLIE,DOG,WHITE,BLACK,POMERANIAN,MALE,2008-09-01,10 YEARS,2019-01-27,DEAD,DISPO REQ,OTC OWNED,,2019-01-27,DISPOSAL,,DEAD,,SAN JOSE,2019-01-27
A0621000,AMBER,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2007-02-13,18 YEARS,2018-12-05,OTHER MED,EUTH REQ,OTC OWNED,,2018-12-18,ADOPTION,,MANAGE,,SAN JOSE,2018-12-18
A0623331,OREO,DOG,GRAY,,MALTESE,SPAYED,2005-02-25,16 YEARS,2019-01-18,OTHER MED,STRAY,OTC,IP ADOPT,2019-01-18,RTO,,MANAGE,AZUCAR AVE/ROEDER RD,SAN JOSE,2019-01-24
A0623720,SPARKY,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2009-02-01,16 YEARS,2018-11-25,NORMAL,STRAY,OTC,,2018-11-27,RESCUE,,HEALTHY,"1400 BLOCK MONTEREY RD, SAN JOSE CA 95112",SAN JOSE,2018-11-27
A0625443,KNIGHT,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2007-03-18,18 YEARS,2018-07-11,OTHER MED,STRAY,OTC,IP EUTH,2018-07-12,RTO,,HEALTHY,"2100 BLOCK TULLY RD, SAN JOSE CA 95122",SAN JOSE,2018-07-12
A0628589,SPOTTY,DOG,WHITE,BROWN,CHIHUAHUA SH,NEUTERED,2008-09-19,17 YEARS,2018-09-17,OTHER MED,EUTH REQ,OTC OWNED,,2018-11-11,ADOPTION,,REHAB,,SAN JOSE,2018-11-11
A0630239,TITUS,DOG,WHITE,BLACK,AMER BULLDOG,NEUTERED,2008-06-01,10 YEARS,2018-10-18,DEAD,DISPO REQ,OTC OWNED,DOA,2018-10-18,DISPOSAL,,DEAD,,SAN JOSE,2018-10-18
A0630696,CANDY,DOG,TRICOLOR,,CHIHUAHUA SH,SPAYED,2009-02-02,16 YEARS,2018-09-18,OTHER MED,STRAY,OTC,,2018-10-18,RESCUE,,MANAGE,"1000 BLOCK DURNESS PL, SAN JOSE CA 95122",SAN JOSE,2018-10-18
A0631335,CHONG,DOG,BROWN,,LABRADOR RETR,NEUTERED,,NO AGE,2018-09-16,NORMAL,STRAY,FIELD,,2018-09-18,RTO,,HEALTHY,SPINDRIFT PL/NICHOLSON,MILPITAS,2018-09-18
A0631764,BUSTER,DOG,WHITE,,WEST HIGHLAND,NEUTERED,2002-09-20,16 YEARS,2019-01-07,DEAD,DISPO REQ,OTC OWNED,DOA,2019-01-07,DISPOSAL,,DEAD,,SAN JOSE,2019-01-07
A0633775,LUCKY,DOG,GOLD,,LABRADOR RETR,NEUTERED,2008-12-09,9 YEARS,2018-08-27,DEAD,DISPO REQ,OTC OWNED,DOA,2018-08-27,DISPOSAL,,DEAD,,SAN JOSE,2018-08-27
