AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1358008,GRACE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-08-11,1 YEAR 4 MONTHS,2025-07-29,HEALTHY,CONFISCATE,POLICE,,2025-07-30,RTO,,HEALTHY,,SAN JOSE,2025-07-30
A1358033,FLAPJACK,DOG,TAN,BLACK,GERM SHEPHERD,NEUTERED,2023-05-06,2 YEARS,2025-07-05,HEALTHY,STRAY,MEDVET,,2025-07-14,ADOPTION,,HEALTHY,SENTER RD  X NEEDLES RD,SAN JOSE,2025-07-15
A1359489,TRAP 2,CAT,WHITE,TABBY-BRN,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-22,DEAD,DISPO REQ,OTC,,2025-07-22,DISPOSAL,,DEAD,CHERRY X GLEN EYRIE,SAN JOSE,2025-07-22
A1360659,APOLLO,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2020-04-01,5 YEARS,2025-07-10,HEALTHY,CONFISCATE,ASO,,2025-08-11,RTO,,HEALTHY,,MILPITAS,2025-08-11
A1360659,APOLLO,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2020-04-01,5 YEARS,2025-07-08,BEH M,STRAY,FIELD,,2025-07-09,RTO,,,HILLVIEW X 680,MILPITAS,2025-07-09
A1362919,COLE,DOG,BLACK,WHITE,GREAT DANE,MALE,,NO AGE,2025-07-23,MED R,STRAY,OTC,,2025-07-23,RTO,,MED R,E CAPITOL EXPY / TULLY RD,SAN JOSE,2025-07-24
A1368769,ARNOLD,DOG,BRINDLE-BN,,PIT BULL,NEUTERED,2021-01-07,4 YEARS,2025-07-26,HEALTHY,RETURN,OTC,ALLERGIC,,,,,,SAN JOSE,2025-12-10
A1370089,AQUA,DOG,BROWN,,GERM SHEPHERD,SPAYED,2024-07-19,1 YEAR 5 MONTHS,2025-07-17,HEALTHY,STRAY,OTC,,2025-08-04,ADOPTION,,HEALTHY,LEWIS RD/MONTEREY RD,SAN JOSE,2025-08-04
A1370846,FLOWER,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2020-09-16,5 YEARS,2025-07-24,MED SEV,STRAY,FIELD,,2025-07-28,RTO,,MED SEV,ALMADEN RD/CURTNER AVE,SAN JOSE,2025-07-28
A1370969,EVE,CAT,TABBY-GRAY,TAN,DOMESTIC SH,SPAYED,2024-05-30,1 YEAR 7 MONTHS,2025-07-23,MED M,RETURN,OTC,,2025-07-24,RTO,,MED M,,,2025-08-07
A1371086,REN,DOG,BLACK,WHITE,TOY FOX TERRIER,NEUTERED,2024-08-31,1 YEAR 4 MONTHS,2025-07-10,HEALTHY,STRAY,OTC,,2025-08-04,RESCUE,,HEALTHY,CAPITOL EXPY/SENTER RD,SAN JOSE,2025-08-04
A1372150,TRAP 19,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-13,DEAD,DISPO REQ,OTC,,2025-07-13,DISPOSAL,,DEAD,MERIDIAN/280 ON RAMP,SAN JOSE,2025-07-13
A1373725,BAYLEE,DOG,BLACK,TAN,MIN PINSCHER,FEMALE,2010-02-13,15 YEARS,2025-07-05,HEALTHY,STRAY,FIELD,,2025-07-06,RTO,,HEALTHY,1100 BLOCK N ABBOTT,MILPITAS,2025-07-06
A1373726,TWIX,DOG,RED,BROWN,MIN PINSCHER,MALE,2023-02-13,2 YEARS,2025-07-05,HEALTHY,STRAY,FIELD,,2025-07-06,RTO,,HEALTHY,1100 BLOCK N ABBOTT,MILPITAS,2025-07-06
A1374349,DONUT,DOG,WHITE,,POODLE MIN,NEUTERED,2024-02-28,1 YEAR 10 MONTHS,2025-07-09,HEALTHY,CONFISCATE,POLICE,,2025-07-17,RTO,,HEALTHY,,SAN JOSE,2025-07-18
A1376533,XENA,DOG,BROWN,WHITE,PIT BULL,SPAYED,2024-11-02,1 YEAR 1 MONTH,2025-07-14,HEALTHY,STRAY,OTC,,2025-07-18,RTO,,HEALTHY,S 5TH ST/KEYES ST,SAN JOSE,2025-07-24
A1376970,MARGOT,OTHER,BLACK,,RABBIT SH,SPAYED,,NO AGE,2025-07-12,HEALTHY,FOSTER,,,2025-07-12,RESCUE,,HEALTHY,,,2025-07-12
A1377586,MILLIE,DOG,CREAM,BROWN,BORDER TERRIER,SPAYED,2024-11-26,1 YEAR 1 MONTH,2025-07-10,HEALTHY,STRAY,FIELD,,2025-07-22,ADOPTION,,HEALTHY,1200 BLOCK DEMPSEY,MILPITAS,2025-07-22
A1378355,TRAP 1,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-07-27,DEAD,DISPO REQ,FIELD,,2025-07-27,DISPOSAL,,DEAD,"3000 BLOCK CAPEWOOD LN, SAN JOSE CA 95132",SAN JOSE,2025-07-27
A1379511,TRAP 14,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-06,MED M,STRAY,MEDVET,,2025-07-12,RTF,,MED M,BLK 5000 GELIA WAY,SAN JOSE,2025-07-12
A1379829,FRANKIE,DOG,CREAM,,SCOT TERRIER,NEUTERED,2013-04-18,12 YEARS,2025-07-24,MED R,CONFISCATE,ASO,,2025-08-26,RESCUE,,MED R,,SAN JOSE,2025-08-26
A1380120,OLLIE,DOG,GOLD,,BORDER COLLIE,NEUTERED,2023-07-10,2 YEARS,2025-07-10,HEALTHY,STRAY,OTC,,2025-09-08,ADOPTION,,HEALTHY,MARTEN AVE / CLAYTON RD,SAN JOSE,2025-09-08
A1380353,SHIMMER,DOG,BROWN,,PIT BULL,SPAYED,2021-05-08,4 YEARS,2025-07-03,BEH R,STRAY,OTC,,2025-08-02,ADOPTION,,BEH R,CHEYENNE LN,SAN JOSE,2025-08-04
A1380622,PHILLIPPA,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-04-25,8 MONTHS,2025-07-07,HEALTHY,RETURN,OTC,,2025-07-12,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-12
A1380829,VENADO,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2024-05-03,1 YEAR 7 MONTHS,2025-07-10,HEALTHY,STRAY,OTC,,2025-07-11,RTO,,HEALTHY,WHIRLAWAY X ROEDER,SAN JOSE,2025-07-11
A1380909,TOPH,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-03-27,9 MONTHS,2025-07-22,HEALTHY,RETURN,OTC,,2025-07-25,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-25
A1382371,MAX,DOG,BROWN,BLACK,BELG MALINOIS,NEUTERED,2024-07-19,1 YEAR 5 MONTHS,2025-07-02,HEALTHY,RETURN,OTC,,2025-07-05,ADOPTION,,HEALTHY,,OUT OF COUNTY,2025-07-05
A1382537,BLUE,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-05,HEALTHY,STRAY,OTC,,2025-07-05,ADOPTION,,HEALTHY,HILL TOP VIEW LN/HASSLER PKWY,SAN JOSE,2025-07-05
A1382997,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2025-04-20,8 MONTHS,2025-07-15,HEALTHY,RETURN,OTC,,2025-07-15,RTO,,,,SAN JOSE,2025-07-15
A1384951,COOPER,DOG,BROWN,BLACK,BELG MALINOIS,NEUTERED,2024-06-11,1 YEAR 6 MONTHS,2025-07-22,HEALTHY,RETURN,OTC,,,,,,,SAN JOSE,2025-08-10
A1385048,TEDDY,DOG,TAN,,FRENCH BULLDOG,NEUTERED,2023-06-11,2 YEARS,2025-07-06,HEALTHY,RETURN,OTC,ALLERGIC,2025-07-06,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-06
A1385048,TEDDY,DOG,TAN,,FRENCH BULLDOG,NEUTERED,2023-06-11,2 YEARS,2025-07-09,HEALTHY,RETURN,OTC,,2025-07-11,ADOPTION,,HEALTHY,,COUNTY,2025-07-11
A1385907,CHEETO,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-05-12,7 MONTHS,2025-07-09,HEALTHY,RETURN,OTC,,2025-07-11,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-11
A1386062,MAMA,DOG,WHITE,,GERM SHEPHERD,FEMALE,2024-12-13,1 YEAR,2025-07-01,HEALTHY,CONFISCATE,ASO,,2025-07-02,RTO,,HEALTHY,,SAN JOSE,2025-07-02
A1386268,BOPPERS,DOG,TAN,WHITE,PIT BULL,NEUTERED,2021-06-16,4 YEARS,2025-07-16,HEALTHY,STRAY,OTC,,2025-07-18,RTO,,HEALTHY,SANTA TERESA BLVD/THORNWOOD DR,SAN JOSE,2025-07-18
A1386277,LUCKY,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2022-06-22,3 YEARS,2025-07-03,HEALTHY,RETURN,OTC,,2025-07-07,RESCUE,,HEALTHY,,SAN JOSE,2025-08-13
A1386287,CALLIE,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-04-20,8 MONTHS,2025-07-06,HEALTHY,RETURN,OTC,,2025-07-09,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-09
A1386288,GEORGIE,CAT,ORANGE,,DOMESTIC SH,SPAYED,2025-04-20,8 MONTHS,2025-07-06,HEALTHY,RETURN,OTC,,2025-07-07,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-07
A1386304,HUDA,DOG,BROWN,,GERM SHEPHERD,SPAYED,2025-05-17,7 MONTHS,2025-07-18,MED R,RETURN,OTC,,2025-07-19,ADOPTION,,MED R,,SAN JOSE,2025-11-08
A1386512,BEANS,DOG,BROWN,,CHIHUAHUA LH,NEUTERED,2022-06-24,3 YEARS,2025-07-25,BEH M,RETURN,OTC,,2025-08-18,ADOPTION,,HEALTHY,,SAN JOSE,2025-08-18
A1386577,MADDIE,DOG,BLACK,BROWN,GERM SHEPHERD,SPAYED,2024-11-25,1 YEAR 1 MONTH,2025-07-05,HEALTHY,OWNER SUR,OTC,,2025-07-06,ADOPTION,,HEALTHY,,,2025-07-06
A1386654,SOLDIER,DOG,BLACK,BROWN,GERM SHEPHERD,NEUTERED,2025-01-25,11 MONTHS,2025-07-02,HEALTHY,STRAY,OTC,,2025-07-11,ADOPTION,,HEALTHY,100 BLOCK N/129 HIGHWAY EXIT,COUNTY,2025-07-11
A1386895,,DOG,WHITE,BLACK,TIBETAN TERR,NEUTERED,,NO AGE,2025-07-22,HEALTHY,STRAY,OTC,,2025-08-14,RESCUE,,HEALTHY,E JULIAN ST/ N 24TH ST,SAN JOSE,2025-08-14
A1386947,TRAP 1,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-02,FERAL,S/N CLINIC,,,2025-07-02,RTF,,FERAL,,,2025-07-02
A1386948,MISTY,CAT,GRAY,,DOMESTIC SH,SPAYED,2023-06-10,2 YEARS,2025-07-02,FERAL,S/N CLINIC,,,2025-07-16,ADOPTION,,FERAL,,,2025-07-16
A1386949,TRAP 3,CAT,PT-CHOC,,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-02,FERAL,S/N CLINIC,,,2025-07-02,RTF,,FERAL,,,2025-07-02
A1386950,TRAP 4,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-07-02,FERAL,S/N CLINIC,,,2025-07-02,RTF,,FERAL,,,2025-07-02
A1386951,TRAP 5,CAT,CALICO-TRI,,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-02,FERAL,S/N CLINIC,,,2025-07-02,RTF,,FERAL,,,2025-07-02
