AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A0607414,SELENA,CAT,ORANGE,WHITE,DOMESTIC SH,SPAYED,2008-04-22,15 YEARS,2023-08-03,DEAD,DISPO REQ,OTC OWNED,,2023-08-03,DISPOSAL,,DEAD,,,2023-08-03
A0612332,PAIGOW,DOG,BLACK,RED,YORKSHIRE TERR,NEUTERED,2008-07-07,15 YEARS,2024-06-06,DEAD,DISPO REQ,OTC OWNED,,2024-06-06,DISPOSAL,,DEAD,,SAN JOSE,2024-06-06
A0616738,MARNIE,DOG,RED,SABLE,SHIBA INU,SPAYED,2007-01-21,18 YEARS,2023-07-01,MED R,STRAY,MEDVET,,2023-07-05,RTO,,MED R,BLOSSOM HILL RD. CHICK FIL A,SAN JOSE,2023-07-05
A0620931,NACHO,DOG,BROWN,,BASSET HOUND,MALE,2008-07-06,15 YEARS,2023-12-23,DEAD,DISPO REQ,OTC,,2023-12-23,DISPOSAL,,DEAD,SAN JOSE,SAN JOSE,2023-12-23
A0631371,FEFE,CAT,BROWN,,DOMESTIC SH,NEUTERED,2005-04-22,18 YEARS,2023-10-31,DEAD,DISPO REQ,OTC,,2023-10-31,DISPOSAL,,DEAD,EASTRIDGE DR,SAN JOSE,2023-10-31
A0634505,VEGAS,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2009-03-24,14 YEARS,2023-07-19,MED M,STRAY,FIELD,,2023-07-21,EUTH,,MED SEV,YALE DR X VASSAR DR,SAN JOSE,2023-07-21
A0650982,BABY,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2009-04-03,14 YEARS,2024-03-29,DEAD,DISPO REQ,OTC OWNED,,2024-03-29,DISPOSAL,,DEAD,,SAN JOSE,2024-03-29
A0667846,BANDITO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2009-08-30,16 YEARS,2024-05-28,MED R,OWNER SUR,OTC,,2024-06-17,ADOPTION,,HEALTHY,,SAN JOSE,2024-06-26
A0667848,MOMIE,CAT,BLACK,,DOMESTIC SH,SPAYED,2009-01-14,16 YEARS,2024-05-28,MED R,OWNER SUR,OTC,,2024-07-14,FOSTER,,HEALTHY,,SAN JOSE,2024-07-14
A0671776,SONIC,DOG,GOLD,,MALTESE,NEUTERED,2009-07-02,14 YEARS,2023-09-03,DEAD,DISPO REQ,OTC OWNED,,2023-09-03,DISPOSAL,,DEAD,,SAN JOSE,2023-09-03
A0671776,SONIC,DOG,GOLD,,MALTESE,NEUTERED,2009-07-02,14 YEARS,2023-09-03,DEAD,DISPO REQ,OTC OWNED,,2023-09-03,DISPOSAL,,DEAD,,SAN JOSE,2023-09-03
A0675645,JASPER,DOG,BROWN,WHITE,YORKSHIRE TERR,NEUTERED,2008-10-22,14 YEARS,2023-07-03,DEAD,DISPO REQ,OTC,,2023-07-03,DISPOSAL,,DEAD,"1200 BLOCK HESTER AVE, SAN JOSE CA 95126",SAN JOSE,2023-07-03
A0681034,HARLEY,DOG,BLACK,,YORKSHIRE TERR,NEUTERED,,NO AGE,2023-08-26,MED M,STRAY,OTC,,2023-08-26,RTO,,,SERENADE WAY/SONATA WAY,SAN JOSE,2023-08-26
A0681034,HARLEY,DOG,BLACK,,YORKSHIRE TERR,NEUTERED,,NO AGE,2024-01-04,HEALTHY,STRAY,OTC,,2024-01-04,RTO,,HEALTHY,HARMONY LN / SERENADE WAY,SAN JOSE,2024-01-04
A0681103,MOCHI,DOG,TAN,WHITE,CAIRN TERRIER,NEUTERED,2008-03-29,16 YEARS,2024-04-18,DEAD,DISPO REQ,OTC,,2024-04-18,DISPOSAL,,DEAD,,SAN JOSE,2024-04-18
A0681240,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-02-27,DEAD,DISPO REQ,OTC,,2024-02-27,DISPOSAL,,DEAD,RAMSTREE DR/HOSTETTER RD,SAN JOSE,2024-02-27
A0685343,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2009-04-28,15 YEARS,2024-04-02,MED SEV,STRAY,OTC,,2024-04-02,EUTH,,MED SEV,SAN BERNARDINO WAY X COSTA MESA DR,SAN JOSE,2024-04-12
A0686260,FIDEL,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,,NO AGE,2023-08-08,DEAD,DISPO REQ,OTC OWNED,,2023-08-08,DISPOSAL,,DEAD,,,2023-08-08
A0686851,BELLA,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,2009-05-14,16 YEARS,2024-05-03,MED EMERG,STRAY,OTC,,2024-05-08,TRANSFER,,HEALTHY,200 BLOCK EASTSIDE DR,SAN JOSE,2024-05-08
A0687992,ACE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2005-06-19,18 YEARS,2023-09-13,DEAD,DISPO REQ,OTC OWNED,,2023-09-13,DISPOSAL,,DEAD,,,2023-09-13
A0688249,ZUKI,DOG,TRICOLOR,,CHIHUAHUA LH,NEUTERED,2009-07-20,16 YEARS,2023-11-02,MED SEV,STRAY,FIELD,,2023-11-02,RTO,,MED SEV,1500 BLOCK W SAN CARLOS ST,SAN JOSE,2023-11-02
A0688582,RUFUS,CAT,TABBY-ORG,WHITE,DOMESTIC LH,NEUTERED,,NO AGE,2024-03-25,DEAD,DISPO REQ,OTC OWNED,,2024-03-25,DISPOSAL,,DEAD,,SAN JOSE,2024-03-25
A0689082,THEO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2010-03-14,15 YEARS,2024-01-25,MED M,STRAY,OTC,,2024-02-16,RESCUE,,MED M,MONTEREY HWY X UMBARGER RD,SAN JOSE,2024-02-16
A0690109,PEARL,CAT,GRAY,,DOMESTIC SH,SPAYED,2007-06-02,17 YEARS,2024-05-19,MED EMERG,CONFISCATE,POLICE,,2024-05-19,EUTH,,MED EMERG,,,2024-05-19
A0690109,PEARL,CAT,GRAY,,DOMESTIC SH,SPAYED,2007-06-02,17 YEARS,2024-05-19,MED EMERG,CONFISCATE,POLICE,,,,,,,SAN JOSE,2025-07-20
A0691583,SPUNKY,DOG,WHITE,,MALTESE,SPAYED,2007-02-01,17 YEARS,2024-05-06,DEAD,DISPO REQ,OTC,,2024-05-06,DISPOSAL,,DEAD,,SAN JOSE,2024-05-06
A0693446,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-01-02,MED SEV,STRAY,OTC,,2024-01-02,EUTH,,MED SEV,COLEMAN AVE/ TAYLOR ST,SAN JOSE,2024-01-02
A0700907,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2023-07-27,DEAD,DISPO REQ,FIELD,,2023-07-27,DISPOSAL,,DEAD,1700 BLK YOSEMITE,MILPITAS,2023-07-27
A0703542,WINK,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2010-08-18,15 YEARS,2023-09-29,HEALTHY,CONFISCATE,OWNER DIED,,2023-11-08,FOSTER,,HEALTHY,,SAN JOSE,2023-11-08
A0703542,WINK,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2010-08-18,15 YEARS,2023-11-11,MED M,FOSTER,,,2023-11-17,ADOPTION,,MED M,,SAN JOSE,2023-11-17
A0705207,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-05-18,MED SEV,STRAY,OTC,,2024-05-18,EUTH,,MED SEV,STORY RD/ GALAHAD AVE,SAN JOSE,2024-05-18
A0707609,TENAYA,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2008-07-28,15 YEARS,2024-03-02,DEAD,DISPO REQ,OTC,,2024-03-02,DISPOSAL,,DEAD,COLONY KNOLL DR / COLONY GREEN DR,SAN JOSE,2024-03-02
A0709697,PITA,DOG,BROWN,SABLE,CHIHUAHUA SH,SPAYED,2010-08-16,15 YEARS,2024-02-29,MED SEV,OWNER SUR,OTC,,2024-02-29,RTO,,HEALTHY,,SAN JOSE,2024-03-20
A0709697,PITA,DOG,BROWN,SABLE,CHIHUAHUA SH,SPAYED,2010-08-16,15 YEARS,2024-02-15,MED SEV,EUTH REQ,OTC OWNED,,2024-02-15,FOSTER,,MED SEV,,SAN JOSE,2024-02-20
A0709913,DWIGHT,DOG,WHITE,,MALTESE,NEUTERED,2010-03-13,13 YEARS,2023-12-28,DEAD,DISPO REQ,OTC,,2023-12-28,DISPOSAL,,DEAD,,SAN JOSE,2023-12-28
A0711203,ABBY,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2010-07-26,13 YEARS,2024-04-07,DEAD,DISPO REQ,,,2024-04-07,DISPOSAL,,DEAD,KING / KAMMERER,SAN JOSE,2024-04-07
A0715956,COCOA,DOG,BROWN,,POMERANIAN,SPAYED,,NO AGE,2023-09-14,DEAD,DISPO REQ,OTC OWNED,,2023-09-14,DISPOSAL,,DEAD,,SAN JOSE,2023-09-14
A0720401,PRECIOUS,DOG,TAN,,CHIHUAHUA SH,SPAYED,2010-09-15,13 YEARS,2024-04-09,DEAD,DISPO REQ,OTC,,2024-05-04,DISPOSAL,,DEAD,,SAN JOSE,2024-05-04
A0722443,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2023-10-18,DEAD,DISPO REQ,OTC,,2023-10-18,DISPOSAL,,DEAD,GLEN EYRIE AVE,SAN JOSE,2023-10-18
A0723936,MINA,DOG,BLACK,GRAY,MALTESE,SPAYED,2008-06-09,17 YEARS,2023-12-26,MED R,STRAY,OTC,,2023-12-27,RTO,,,,SAN JOSE,2023-12-27
A0728739,SCOUT,DOG,GRAY,WHITE,BEARDED COLLIE,NEUTERED,,NO AGE,2024-06-06,DEAD,DISPO REQ,OTC,,2024-06-06,DISPOSAL,,DEAD,,SAN JOSE,2024-06-06
A0729623,RIKO,DOG,TAN,,PIT BULL,NEUTERED,2010-09-09,14 YEARS,2023-09-09,BEH U,CONFISCATE,ASO,,2023-09-19,RTO,,BEH U,,SAN JOSE,2023-09-19
A0733231,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2023-12-13,DEAD,DISPO REQ,OTC,,2023-12-13,DISPOSAL,,DEAD,CLOGSTON CT / RINEHART DR,SAN JOSE,2023-12-13
A0734641,CURLY,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2011-03-05,14 YEARS,2024-01-03,MED SEV,STRAY,OTC,,2024-01-14,ADOPTION,,MED SEV,STORY RD X LUCRIETA AVE,SAN JOSE,2024-01-14
A0737899,,CAT,BLACK,,DOMESTIC SH,SPAYED,2010-03-14,15 YEARS,2024-03-12,MED M,STRAY,MEDVET,,2024-03-13,RTF,,FERAL,3000 BLOCK ROSSMORE WAY,SAN JOSE,2024-03-16
A0738122,KOBE,DOG,BLACK,,YORKSHIRE TERR,NEUTERED,2010-11-24,13 YEARS,2024-01-12,DEAD,DISPO REQ,OTC OWNED,,2024-01-12,DISPOSAL,,DEAD,,SAN JOSE,2024-01-12
A0738884,TIGGER,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2010-07-31,14 YEARS,2023-08-20,MED M,STRAY,MEDVET,,2023-08-21,RTO,,MED M,1000 BLOCK OF LUTHER AVE,SAN JOSE,2023-08-21
A0739281,BANDIT,CAT,CREAM,,SIAMESE,NEUTERED,,NO AGE,2023-09-16,MED EMERG,STRAY,FIELD,,2023-09-19,RTO,,MED EMERG,2700 BLK CRAMER,SAN JOSE,2023-09-19
A0739281,BANDIT,CAT,CREAM,,SIAMESE,NEUTERED,,NO AGE,2023-09-17,MED M,STRAY,MEDVET,,2023-09-19,RTO,,MED M,2700 BLK CRAMER CIR,SAN JOSE,2023-09-19
A0740878,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-02-26,DEAD,DISPO REQ,OTC,,2024-02-26,DISPOSAL,,DEAD,300 BLOCK S 19TH ST X E WILLIAM ST,SAN JOSE,2024-02-26
A0742526,JEWELS,DOG,WHITE,TAN,CHIHUAHUA SH,NEUTERED,2011-04-08,14 YEARS,2024-03-25,HEALTHY,STRAY,OTC,,2024-03-26,RTO,,HEALTHY,N 18TH ST X E MISSION ST,SAN JOSE,2024-03-26
A0742938,,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-04-16,MED M,STRAY,OTC,,2024-04-16,EUTH,,MED SEV,WILLOWMONT AVE X MERIDAN AVE,SAN JOSE,2024-04-16
A0743425,KEILY,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2007-06-29,16 YEARS,2024-04-18,DEAD,DISPO REQ,OTC OWNED,,2024-04-18,DISPOSAL,,DEAD,,SAN JOSE,2024-04-18
A0743623,CHARLY,DOG,WHITE,,PBGV,NEUTERED,2011-05-13,14 YEARS,2024-02-12,HEALTHY,STRAY,OTC,,2024-02-12,RTO,,HEALTHY,JUNCTION AVE X JUNCTION CT,SAN JOSE,2024-02-12
A0745775,DAHLIA,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2011-01-16,14 YEARS,2024-01-16,MED R,STRAY,OTC,,2024-02-15,RESCUE,,MED R,MONTEREY HWY X UMBARGER,SAN JOSE,2024-02-15
A0746306,,CAT,TORBI-BRN,WHITE,DOMESTIC SH,SPAYED,2011-12-18,14 YEARS,2023-12-18,MED R,STRAY,OTC,,2023-12-29,RTF,,HEALTHY,SIERRA MAR DR X GARDENDALE DR,SAN JOSE,2023-12-29
A0746740,ZIKIE,DOG,WHITE,,MALTESE,NEUTERED,,NO AGE,2024-02-14,HEALTHY,STRAY,FIELD,,2024-02-14,RTO,,HEALTHY,S WHITE RD X MARTEN AVE,SAN JOSE,2024-02-14
A0747376,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-12-14,12 YEARS,2023-12-14,MED R,STRAY,MEDVET,,2023-12-26,RTF,,FERAL,0 BLOCK LESTER AVESJ,SAN JOSE,2023-12-26
A0747376,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-12-14,12 YEARS,2024-01-22,MED SEV,STRAY,OTC,,2024-01-22,EUTH,,MED SEV,LESTER AVE X LINCOLN AVE,SAN JOSE,2024-03-07
A0748274,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-05-02,14 YEARS,2023-12-22,MED SEV,STRAY,FIELD,,2023-12-22,EUTH,,MED SEV,TOMASINA CT/ JOSEPH AVE,SAN JOSE,2025-09-19
A0751651,MEW,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-05-01,MED R,STRAY,,,2024-05-03,RTO,,HEALTHY,TOURNEY DR X CHERTSEY CT,SAN JOSE,2024-05-03
A0752222,KLOE,DOG,TAN,,CHINESE SHARPEI,SPAYED,2009-06-20,15 YEARS,2024-06-01,DEAD,DISPO REQ,OTC OWNED,,2024-06-01,DISPOSAL,,DEAD,,SAN JOSE,2024-06-01
A0753912,SASHA,DOG,ORANGE,,MALTESE,SPAYED,2007-09-17,16 YEARS,2024-02-23,DEAD,DISPO REQ,OTC OWNED,,2024-02-23,DISPOSAL,,DEAD,,SAN JOSE,2024-02-23
A0755726,CHULA,DOG,TAN,CREAM,CHIHUAHUA SH,SPAYED,2010-09-28,15 YEARS,2023-11-26,MED M,STRAY,OTC,,2023-11-26,RTO,,MED M,JUNE AVE/PRIMM AVE,SAN JOSE,2023-11-26
A0759565,KATE,DOG,TAN,WHITE,CHIHUAHUA LH,SPAYED,2011-01-22,13 YEARS,2024-05-28,DEAD,DISPO REQ,OTC OWNED,,2024-05-28,DISPOSAL,,DEAD,,SAN JOSE,2024-05-28
A0760302,SAM,DOG,BROWN,,WELSH CORGI CAR,NEUTERED,2007-10-22,15 YEARS,2023-07-29,DEAD,DISPO REQ,OTC,,2023-07-29,DISPOSAL,,DEAD,,SAN JOSE,2023-07-29
A0760687,SPOT,DOG,BLACK,WHITE,CHIHUAHUA SH,MALE,2006-10-24,18 YEARS,2024-03-22,MED M,STRAY,OTC,,2024-03-23,RTO,,MED M,SUMMERSIDE DR X MCLAUGHLIN AVE,SAN JOSE,2024-03-23
A0761063,XIAOHEI,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-03-26,12 YEARS,2023-08-09,DEAD,DISPO REQ,OTC OWNED,,2023-08-09,DISPOSAL,,DEAD,,,2023-08-09
A0761483,TITO,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,2011-04-27,14 YEARS,2024-02-20,HEALTHY,CONFISCATE,HOSPITAL,,2024-02-22,RTO,,HEALTHY,,SAN JOSE,2024-02-22
A0767763,LUCAS,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-04-30,13 YEARS,2024-05-03,DEAD,DISPO REQ,OTC OWNED,,2024-05-03,DISPOSAL,,DEAD,,SAN JOSE,2024-05-03
A0769924,JADA,DOG,BLUE,WHITE,PIT BULL,SPAYED,2010-02-13,15 YEARS,2024-01-27,HEALTHY,FOSTER,,,2024-01-27,ADOPTION,,HEALTHY,,SAN JOSE,2024-01-27
A0772688,LIZZIE,DOG,TRICOLOR,,CHIHUAHUA SH,SPAYED,2011-03-15,14 YEARS,2023-07-03,MED M,STRAY,FIELD,,2023-07-03,RTO,,,SENTER RD/ EL CAJON,SAN JOSE,2023-07-03
A0772856,GIZMO,DOG,BLACK,,PUG,NEUTERED,2010-04-13,15 YEARS,2023-12-01,MED M,STRAY,FIELD,,2023-12-02,RTO,,,GREAK OAKS DR X GREY GHOST AVE,SAN JOSE,2023-12-02
A0774174,OSO,DOG,BLACK,,LABRADOR RETR,MALE,,NO AGE,2024-05-11,MED R,STRAY,OTC,,2024-05-11,RTO,,MED R,WILLOW ST X SETTLE AVE,SAN JOSE,2024-05-11
A0774388,,CAT,TABBY-BRN,,DOMESTIC MH,NEUTERED,,NO AGE,2023-12-28,DEAD,DISPO REQ,FIELD,,2023-12-28,DISPOSAL,,DEAD,2700 BLOCK MONTEREY RD,SAN JOSE,2023-12-28
A0775944,BELLA,DOG,BLACK,TAN,YORKSHIRE TERR,SPAYED,2008-11-08,15 YEARS,2024-05-31,DEAD,DISPO REQ,OTC,,2024-05-31,DISPOSAL,,DEAD,,SAN JOSE,2024-05-31
A0777123,,CAT,PT-LILAC,BROWN,DOMESTIC SH,SPAYED,,NO AGE,2023-12-03,DEAD,DISPO REQ,OTC,,2023-12-03,DISPOSAL,,DEAD,HOBART AVE,SAN JOSE,2023-12-03
A0777571,BUTTER,DOG,BLACK,BROWN,CHIHUAHUA SH,SPAYED,2011-06-15,14 YEARS,2023-12-15,HEALTHY,STRAY,OTC,,2023-12-16,RTO,,HEALTHY,PAYNE AVE X SAN TOMAS AQUINO HWY,SAN JOSE,2023-12-16
A0778542,BUZZ,DOG,TAN,,SHIH TZU,NEUTERED,2011-06-27,13 YEARS,2023-07-07,MED SEV,EUTH REQ,OTC OWNED,,2023-07-07,RTO,,,,,2023-07-07
A0779843,LOLA,CAT,PT-SEAL,,SIAMESE,SPAYED,2011-05-15,14 YEARS,2024-05-08,MED R,OWNER SUR,OTC,,2024-05-25,ADOPTION,,,,SAN JOSE,2024-05-25
A0779938,HALEY,CAT,BLACK,,DOMESTIC SH,SPAYED,2005-03-15,19 YEARS,2023-08-25,HEALTHY,STRAY,OTC,,2023-08-25,RTO,,HEALTHY,NEWPORT AVE/LAURIE AVE,SAN JOSE,2023-08-25
A0780174,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2023-11-27,MED SEV,STRAY,OTC,,2023-11-27,EUTH,,MED SEV,"S 7TH ST, SAN JOSE CA 95112",SAN JOSE,2023-11-27
A0780339,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2011-05-09,13 YEARS,2024-05-08,MED SEV,STRAY,MEDVET,,2024-05-21,EUTH,,MED SEV,EUGENE AVE,SAN JOSE,2024-05-21
A0781478,,CAT,TABBY-GRAY,,DOMESTIC MH,NEUTERED,,NO AGE,2024-03-29,MED SEV,STRAY,FIELD,,2024-03-29,EUTH,,MED SEV,S WHITE RD X MILFORD WAY,SAN JOSE,2024-03-29
A0781704,SNOOPY,DOG,RED,,BEAGLE,NEUTERED,2010-10-05,12 YEARS,2023-07-17,DEAD,DISPO REQ,OTC,,2023-07-17,DISPOSAL,,DEAD,,SAN JOSE,2023-07-17
A0782727,PENELOPE,DOG,TAN,,CHIHUAHUA SH,FEMALE,2011-05-05,12 YEARS,2023-09-01,DEAD,DISPO REQ,OTC,,2023-09-01,DISPOSAL,,DEAD,,SAN JOSE,2023-09-01
A0783609,,CAT,WHITE,,DOMESTIC SH,NEUTERED,,NO AGE,2023-12-28,MED SEV,STRAY,OTC,,2023-12-28,EUTH,,MED EMERG,S 4TH ST X E SAN SALVADOR ST,SAN JOSE,2023-12-28
A0786300,RIN,DOG,BLACK,,MALTESE,SPAYED,2011-10-02,14 YEARS,2024-04-15,HEALTHY,STRAY,OTC,,2024-04-16,RTO,,HEALTHY,CAS DR X E CAPITOL EXPY,SAN JOSE,2024-04-16
A0786359,TINY,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2011-05-08,14 YEARS,2023-08-29,DEAD,DISPO REQ,FIELD,,2023-08-31,DISPOSAL,,DEAD,,SAN JOSE,2025-11-17
A0787414,PIE,DOG,CHOCOLATE,WHITE,CHIHUAHUA SH,MALE,2014-12-19,8 YEARS,2023-09-12,DEAD,DISPO REQ,OTC OWNED,,2023-09-12,DISPOSAL,,DEAD,,SAN JOSE,2023-09-12
A0787682,SHADOW,CAT,PT-SEAL,,DOMESTIC SH,NEUTERED,2015-02-26,10 YEARS,2024-02-23,MED EMERG,EUTH REQ,FIELD OWN,,2024-03-07,RTO,,,,SAN JOSE,2024-03-07
A0795995,TIPPED,CAT,TORTIE-B\O,,DOMESTIC MH,SPAYED,,NO AGE,2024-04-17,DEAD,DISPO REQ,OTC,,2024-04-17,DISPOSAL,,DEAD,MANZANITA CT X BLUE SPRUCE WAY,MILPITAS,2024-04-17
A0796633,INDY,DOG,TAN,WHITE,PIT BULL,SPAYED,2012-06-25,11 YEARS,2023-09-20,DEAD,DISPO REQ,OTC OWNED,,2023-09-20,DISPOSAL,,DEAD,,,2023-09-20
A0799377,CHARLIE,DOG,WHITE,,MALTESE,NEUTERED,2011-11-24,14 YEARS,2024-01-16,HEALTHY,STRAY,OTC,IP ADOPT,2024-01-17,RTO,,HEALTHY,BRIAR RIDGE DR/BLOSSOM HILL RD,SAN JOSE,2024-01-17
A0803229,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2012-11-30,13 YEARS,2023-11-30,MED SEV,STRAY,OTC,,2023-12-12,RTF,,FERAL,1100 BLOCK MAXEY CT X LENARK DR,SAN JOSE,2023-12-12
A0803578,BEASTY,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2012-04-13,13 YEARS,2024-01-06,HEALTHY,OWNER SUR,OTC,,2024-01-31,TRANSFER,,HEALTHY,,SAN JOSE,2024-01-31
A0803579,HARRY,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2012-04-13,13 YEARS,2024-01-06,HEALTHY,OWNER SUR,OTC,,2024-02-06,ADOPTION,,HEALTHY,,SAN JOSE,2024-02-06
A0803580,J.B,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2012-04-13,13 YEARS,2024-01-06,HEALTHY,OWNER SUR,OTC,,2024-02-22,RESCUE,,HEALTHY,,SAN JOSE,2024-02-22
A0803581,CALI,CAT,CALICO-TRI,WHITE,DOMESTIC SH,SPAYED,2012-04-13,13 YEARS,2024-01-06,HEALTHY,OWNER SUR,OTC,,2024-01-12,ADOPTION,,HEALTHY,,SAN JOSE,2024-01-12
A0804474,TIPPED,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,2024-02-16,MED M,STRAY,MEDVET,,2024-02-17,RTO,,MED M,BLK 2500 ABORN RD,SAN JOSE,2024-02-17
A0804483,SHILOH,DOG,BLACK,WHITE,SIBERIAN HUSKY,FEMALE,2011-12-24,11 YEARS,2023-07-28,DEAD,DISPO REQ,OTC,,2023-07-28,DISPOSAL,,DEAD,,,2023-07-28
A0804689,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-01-05,MED SEV,STRAY,OTC,,2024-01-05,EUTH,,MED SEV,STORY RD / LUCRETIA AVE,SAN JOSE,2024-01-07
A0808604,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-10-31,12 YEARS,2023-11-22,DEAD,DISPO REQ,OTC,,2023-11-22,DISPOSAL,,DEAD,,SAN JOSE,2023-11-22
A0808604,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2011-10-31,12 YEARS,2023-10-26,MED R,STRAY,OTC,,2023-11-05,RTF,,FERAL,N 15TH ST X E JULIAN ST,SAN JOSE,2023-11-05
A0810328,JACKSON,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,2012-09-06,11 YEARS,2023-12-19,DEAD,DISPO REQ,OTC,,2023-12-19,DISPOSAL,,DEAD,,SAN JOSE,2023-12-19
