AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A0681181,TO,DOG,WHITE,,BICHON FRISE,MALE,,NO AGE,2023-02-25,DEAD,DISPO REQ,OTC OWNED,,2023-02-25,DISPOSAL,,DEAD,,SAN JOSE,2023-02-25
A0682391,OLD TULLY RD,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2022-07-30,OTHER MED,STRAY,OTC,,2022-07-30,EUTH,,UNHEALTHY,"0 BLOCK OLD TULLY RD, SAN JOSE CA 95111",SAN JOSE,2022-07-30
A0682401,MICKEY,DOG,WHITE,,SHIH TZU,NEUTERED,2008-11-08,14 YEARS,2022-11-18,DEAD,DISPO REQ,OTC,,2022-11-18,DISPOSAL,,DEAD,,,2022-11-18
A0682443,KIWI,DOG,TRICOLOR,BLACK,YORKSHIRE TERR,NEUTERED,,NO AGE,2023-06-16,DEAD,DISPO REQ,OTC OWNED,,2023-06-16,DISPOSAL,,DEAD,,,2023-06-16
A0683541,NAPO,DOG,GRAY,,ITAL GREYHOUND,MALE,,NO AGE,2023-03-22,DEAD,DISPO REQ,OTC,,2023-03-22,DISPOSAL,,DEAD,,,2023-03-22
A0684790,GIZMO,CAT,PT-LYNX,WHITE,DOMESTIC LH,NEUTERED,2009-09-23,16 YEARS,2022-07-19,NORMAL,CONFISCATE,ASO,,2022-08-15,ADOPTION,,,,SAN JOSE,2022-08-15
A0685341,,CAT,BLACK,,DOMESTIC SH,SPAYED,2009-08-28,13 YEARS,2023-02-15,DEAD,DISPO REQ,FIELD,,2023-02-15,DISPOSAL,,DEAD,CAPILTOL AVE/ RAINFIELD AVE,SAN JOSE,2023-02-15
A0685381,SMOKEY,DOG,BLACK,BRINDLE-LN,PIT BULL,MALE,,NO AGE,2023-03-17,DEAD,DISPO REQ,OTC OWNED,,2023-03-17,DISPOSAL,,DEAD,,SAN JOSE,2023-03-17
A0686230,AYA,DOG,BLACK,TAN,CHIHUAHUA SH,FEMALE,2009-12-23,13 YEARS,2023-04-06,DEAD,DISPO REQ,OTC OWNED,,2023-04-06,DISPOSAL,,DEAD,,SAN JOSE,2023-04-06
A0686309,ROXY,DOG,WHITE,BLACK,TOY FOX TERRIER,SPAYED,2008-11-09,13 YEARS,2022-09-07,DEAD,DISPO REQ,OTC,,2022-09-07,DISPOSAL,,DEAD,,,2022-09-07
A0687044,CLAYTON,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2006-06-07,19 YEARS,2022-07-13,OTHER MED,TRANSFER,MEDVET,,2022-07-16,RESCUE,,UNHEALTHY,BLOCK 900 CHERRY,SAN JOSE,2022-07-16
A0690145,,CAT,TORTIE-B\O,WHITE,DOMESTIC SH,SPAYED,2009-06-05,13 YEARS,2022-11-19,DEAD,DISPO REQ,OTC,,2022-11-19,DISPOSAL,,DEAD,,SAN JOSE,2022-11-19
A0690505,ROSCO,DOG,GOLD,,GOLDEN RETR,NEUTERED,2009-12-31,13 YEARS,2023-02-26,DEAD,DISPO REQ,OTC,,2023-02-26,DISPOSAL,,DEAD,,,2023-02-26
A0692388,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2022-08-11,DEAD,DISPO REQ,OTC,,2022-08-11,DISPOSAL,,UNHEALTHY,FLINT AVE/TULLY RD,SAN JOSE,2022-08-11
A0697008,TIPPED,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2023-06-10,DEAD,DISPO REQ,OTC,,2023-06-10,DISPOSAL,,DEAD,ROSE CREEK DR/RIDGEMONT DR,SAN JOSE,2023-06-10
A0698391,SARGE,DOG,CREAM,,PARSON RUSS TER,NEUTERED,2009-07-30,16 YEARS,2022-10-02,HEALTHY,STRAY,FOUND,,2022-10-03,FOUND ANIM,,HEALTHY,JULIAN ST/N 21ST STREET,SAN JOSE,2025-09-30
A0698391,SARGE,DOG,CREAM,,PARSON RUSS TER,NEUTERED,2009-07-30,16 YEARS,2023-03-24,HEALTHY,TRANSFER,SVACA,,2023-04-06,TRANSFER,,HEALTHY,100 BLOCK W YOUNGER AVE,SAN JOSE,2023-04-06
A0705554,BOB,DOG,RED,,RHOD RIDGEBACK,MALE,2009-12-16,12 YEARS,2022-11-14,DEAD,DISPO REQ,OTC,,2022-11-14,DISPOSAL,,DEAD,,,2022-11-14
A0705926,SPOTTY,DOG,TAN,WHITE,BOXER,NEUTERED,2010-03-18,15 YEARS,2022-07-03,NORMAL,STRAY,OTC,,2022-07-03,RTO,,,1600 BLOCK PALA RANCH CIR/KING RD,SAN JOSE,2022-07-03
A0708763,TINA,DOG,WHITE,,CHIHUAHUA SH,SPAYED,2009-10-10,13 YEARS,2023-02-25,DEAD,DISPO REQ,OTC OWNED,,2023-02-25,DISPOSAL,,DEAD,,SAN JOSE,2023-02-25
A0713717,,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,,NO AGE,2023-05-26,DEAD,DISPO REQ,FIELD,,2023-05-28,DISPOSAL,,DEAD,2300 BLOCK BALME,SAN JOSE,2023-05-28
A0715091,HARPER,DOG,BLACK,,POODLE STND,SPAYED,2009-06-02,16 YEARS,2023-03-31,DEAD,DISPO REQ,FIELD,,2023-04-10,DISPOSAL,,DEAD,,SAN JOSE,2025-09-23
A0715549,RHETT,CAT,PT-FLAME,,DOMESTIC SH,NEUTERED,2010-07-20,12 YEARS,2023-05-16,DEAD,DISPO REQ,OTC,,2023-05-16,DISPOSAL,,DEAD,,SAN JOSE,2023-05-16
A0719922,PRINCE,DOG,WHITE,BROWN,JAPANESE CHIN,NEUTERED,2010-06-27,12 YEARS,2023-02-07,DEAD,DISPO REQ,OTC,,2023-02-07,DISPOSAL,,DEAD,,SAN JOSE,2023-02-07
A0728693,STORM,DOG,WHITE,BROWN,GERM SH POINT,SPAYED,,NO AGE,2023-05-13,DEAD,DISPO REQ,OTC,,2023-05-13,DISPOSAL,,DEAD,,SAN JOSE,2023-05-13
A0730445,JOBET,DOG,WHITE,,BICHON FRISE,FEMALE,2010-04-01,15 YEARS,2022-11-01,NORMAL,CONFISCATE,HOSPITAL,,2022-11-02,RTO,,,,SAN JOSE,2022-11-02
A0731466,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2023-05-02,MED M,STRAY,OTC,,2023-05-03,EUTH,,MED SEV,EDGEFORT CT X BRAHMS AVE,SAN JOSE,2023-05-03
A0731535,MINTY,DOG,FAWN,,CHIHUAHUA SH,SPAYED,2010-04-14,13 YEARS,2022-08-12,OTHER MED,STRAY,OTC,,2022-08-12,RTO,,,SILVER ESTATES/YERBA BUENA,SAN JOSE,2022-08-12
A0732367,VIVIAN,DOG,GRAY,WHITE,PIT BULL,SPAYED,2010-11-06,11 YEARS,2022-08-17,DEAD,DISPO REQ,OTC OWNED,,2022-08-17,DISPOSAL,,DEAD,,SAN JOSE,2022-08-17
A0732443,BILLY,DOG,YELLOW,,CHIHUAHUA SH,NEUTERED,2010-12-18,11 YEARS,2022-09-02,DEAD,DISPO REQ,OTC,,2022-09-02,DISPOSAL,,,,SAN JOSE,2022-10-26
A0733274,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2010-03-22,15 YEARS,2023-03-17,MED R,STRAY,OTC,,2023-04-02,RTF,,MED R,KINGS ROW X INDUSTRIAL AVE,,2023-04-02
A0734846,TERRY,DOG,BLACK,,CHIHUAHUA LH,NEUTERED,2007-02-10,15 YEARS,2022-11-03,DEAD,DISPO REQ,OTC,,2022-11-03,DISPOSAL,,DEAD,,SAN JOSE,2022-11-03
A0738715,LOUIS,DOG,CREAM,,POMERANIAN,NEUTERED,2009-02-16,14 YEARS,2023-03-13,DEAD,DISPO REQ,OTC OWNED,,2023-03-13,DISPOSAL,,DEAD,,SAN JOSE,2023-03-13
A0739053,PALOMA,DOG,WHITE,,POODLE MIN,SPAYED,2010-06-02,15 YEARS,2022-12-17,NORMAL,STRAY,OTC,,2022-12-30,ADOPTION,,HEALTHY,CAMDEN AVE/LEIGH AVE,SAN JOSE,2022-12-30
A0739053,PALOMA,DOG,WHITE,,POODLE MIN,SPAYED,2010-06-02,15 YEARS,2022-11-02,NORMAL,STRAY,OTC,,2022-11-13,ADOPTION,,,OAK ST/ S FIRST ST,SAN JOSE,2022-11-13
A0739760,EVA,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2009-11-03,16 YEARS,2023-01-28,HEALTHY,OWNER SUR,OTC,,2023-02-01,TRANSFER,,HEALTHY,,,2023-02-01
A0742172,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2011-01-11,14 YEARS,2023-01-11,MED M,OWNER SUR,OTC,,2023-01-23,RESCUE,,MED M,,CAMPBELL,2023-03-06
A0742911,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2023-03-20,MED R,STRAY,OTC,,2023-03-22,EUTH,,MED SEV,POLTONHALL CT X TURNHOUSE LN,SAN JOSE,2023-03-22
A0746447,,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,2010-12-01,15 YEARS,2022-12-01,INJURED,STRAY,OTC,,2022-12-12,TRANSFER,,UNHEALTHY,1500 BLOCK E SAN FERNANDO ST X 12TH ST,SAN JOSE,2022-12-12
A0747399,BOAZ,DOG,BLACK,,LABRADOR RETR,NEUTERED,2010-10-22,15 YEARS,2022-07-15,OTHER MED,STRAY,OTC,,2022-07-15,RTO,,HEALTHY,400 BLOCK FIRST ST,SAN JOSE,2022-07-15
A0756304,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2022-09-02,DEAD,DISPO REQ,OTC,,2022-09-02,DISPOSAL,,DEAD,,,2022-09-02
A0757916,PUP,DOG,RED,,POODLE TOY,FEMALE,2010-11-25,12 YEARS,2023-06-23,DEAD,DISPO REQ,OTC,,2023-06-23,DISPOSAL,,DEAD,,,2023-06-23
A0758903,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2022-07-28,DEAD,DISPO REQ,FIELD,,2022-07-28,DISPOSAL,,DEAD,FRANDA X GRADELL,SAN JOSE,2022-07-28
A0760124,RICO,DOG,WHITE,,CHIHUAHUA SH,MALE,2010-04-22,1 YEAR 6 MONTHS,2023-01-31,MED M,STRAY,OTC,,2023-02-01,RTO,,,POMERADO DR X FONTENAY WAY,SAN JOSE,2023-02-01
A0760832,RORO,DOG,TAN,WHITE,MALTESE,NEUTERED,,NO AGE,2023-01-17,DEAD,DISPO REQ,OTC,,2023-01-17,DISPOSAL,,DEAD,,SAN JOSE,2023-01-17
A0761676,RAMBO,DOG,WHITE,,MALTESE,NEUTERED,2009-10-12,13 YEARS,2022-11-06,DEAD,DISPO REQ,OTC,,2022-11-06,DISPOSAL,,DEAD,,CAMPBELL,2022-11-06
A0764025,TROUBLE,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,2011-04-03,14 YEARS,2023-01-28,HEALTHY,OWNER SUR,OTC,,2023-02-07,ADOPTION,,BEH R,,,2023-02-07
A0764025,TROUBLE,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,2011-04-03,14 YEARS,2023-03-01,MED M,STRAY,FIELD,,2023-03-01,RTO,,MED M,CAPITIOL EXP/ ALMADEN,SAN JOSE,2023-03-01
A0769278,LOLA,DOG,BLACK,WHITE,PAPILLON,SPAYED,2010-09-18,12 YEARS,2022-10-03,DEAD,DISPO REQ,OTC,,2022-10-03,DISPOSAL,,UNHEALTHY,,SAN JOSE,2022-10-03
A0769924,JADA,DOG,BLUE,WHITE,PIT BULL,SPAYED,2010-02-13,15 YEARS,2023-02-11,MED M,STRAY,OTC,,2023-11-06,FOSTER,,MED M,ALMA AVE X LELONG ST,SAN JOSE,2023-11-06
A0771109,CHURCH,CAT,GRAY,,DOMESTIC SH,NEUTERED,2011-01-08,12 YEARS,2022-12-10,MED M,STRAY,OTC,,2023-01-19,EUTH,,MED SEV,,SAN JOSE,2023-01-19
A0771109,CHURCH,CAT,GRAY,,DOMESTIC SH,NEUTERED,2011-01-08,12 YEARS,2022-11-10,OTHER MED,STRAY,OTC,,2022-11-12,TRANSFER,,UNHEALTHY,SJACS,SAN JOSE,2022-11-12
A0771109,CHURCH,CAT,GRAY,,DOMESTIC SH,NEUTERED,2011-01-08,12 YEARS,2022-11-10,OTHER MED,STRAY,OTC,,2022-11-12,TRANSFER,,UNHEALTHY,,,2022-11-12
A0771931,,CAT,TABBY-BRN,,DOMESTIC LH,SPAYED,,NO AGE,2023-01-04,OTHER MED,STRAY,OTC,,2023-01-05,DIED,,,1300 BLOCK FORRESTAL AVE,SAN JOSE,2023-01-05
A0773203,FLING,DOG,BROWN,,MIN PINSCHER,NEUTERED,,NO AGE,2023-01-19,DEAD,DISPO REQ,OTC,,2023-01-19,DISPOSAL,,DEAD,,,2023-01-19
A0773690,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2022-09-30,MED SEV,TRANSFER,MEDVET,,2022-09-30,EUTH,,MED SEV,500 BLOCK MENKER AVE,SAN JOSE,2025-09-26
A0776105,GIA,DOG,BLACK,,CHIHUAHUA SH,SPAYED,2010-07-02,12 YEARS,2022-11-06,DEAD,DISPO REQ,OTC,,2022-11-06,DISPOSAL,,DEAD,,SAN JOSE,2022-11-06
A0781427,ROBBIE,DOG,BLACK,WHITE,FOX TERR WIRE,NEUTERED,2011-05-01,11 YEARS,2023-02-07,DEAD,DISPO REQ,OTC,,2023-02-07,DISPOSAL,,DEAD,,,2023-02-07
A0783160,,CAT,WHITE,,DOMESTIC SH,SPAYED,,NO AGE,2022-08-13,INJURED,STRAY,FIELD,,2022-08-17,EUTH,,UNHEALTHY,LYNFIELD LANE,SAN JOSE,2022-11-21
A0786284,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2022-12-09,INJURED,STRAY,FIELD,,2022-12-14,DIED,,UNHEALTHY,COLUMBINE X MARTEN,SAN JOSE,2023-01-11
A0786662,MISTY,CAT,TORTIE-B\O,WHITE,DOMESTIC SH,SPAYED,2011-12-22,14 YEARS,2022-12-22,OTHER MED,STRAY,,,2023-01-02,TRANSFER,,HEALTHY,500 BLOCK RUDD/ SENTER,,2023-01-02
A0789486,,CAT,TABBY-ORG,WHITE,DOMESTIC LH,SPAYED,2008-08-28,17 YEARS,2022-08-27,OTHER MED,STRAY,OTC,,2022-09-18,TRANSFER,,HEALTHY,OLD STONE WAY/ORANGESTONE WAY,SAN JOSE,2022-09-18
A0791596,CALYPSO,DOG,BRINDLE-BN,,PIT BULL,SPAYED,2011-02-19,14 YEARS,2023-01-07,MED R,OWNER SUR,FIELD,,2023-02-06,ADOPTION,,MED R,,SAN JOSE,2023-03-24
A0791596,CALYPSO,DOG,BRINDLE-BN,,PIT BULL,SPAYED,2011-02-19,14 YEARS,2023-01-05,MED R,CONFISCATE,ASO,,2023-01-07,RTO,,MED R,,SAN JOSE,2023-01-13
A0791596,CALYPSO,DOG,BRINDLE-BN,,PIT BULL,SPAYED,2011-02-19,14 YEARS,2023-05-06,HEALTHY,FOSTER,,,2023-06-25,RESCUE,,HEALTHY,,LOS ALTOS,2023-07-04
A0793030,MOLLY,DOG,GRAY,,SIBERIAN HUSKY,FEMALE,2011-12-23,14 YEARS,2023-05-23,HEALTHY,STRAY,OTC,,2023-05-23,RTO,,HEALTHY,E HEDDING ST. / N 8TH ST.,SAN JOSE,2023-05-23
A0793421,,CAT,PT-CHOC,,DOMESTIC SH,SPAYED,,NO AGE,2022-07-01,DEAD,DISPO REQ,FIELD,,2022-07-03,DISPOSAL,,DEAD,600 BLOCK DUVULL AVE,SAN JOSE,2025-09-23
A0795058,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2023-05-10,DEAD,DISPO REQ,OTC,,2023-05-10,DISPOSAL,,DEAD,,SAN JOSE,2023-05-10
A0796141,LEVI,DOG,WHITE,,RAT TERRIER,MALE,,NO AGE,2022-08-12,DEAD,DISPO REQ,OTC,,2022-08-12,DISPOSAL,,DEAD,,SAN JOSE,2022-08-12
A0796732,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2022-10-28,DEAD,DISPO REQ,OTC,,2022-10-28,DISPOSAL,,DEAD,,SAN JOSE,2022-10-28
A0796754,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2022-11-14,DEAD,DISPO REQ,FIELD,,2022-11-15,DISPOSAL,,DEAD,GREENTREE X MAIN,MILPITAS,2022-11-15
A0797084,BLAZE,DOG,BLACK,WHITE,TIBETAN SPAN,NEUTERED,2012-07-05,13 YEARS,2022-07-01,NORMAL,STRAY,OTC,,2022-07-07,TRANSFER,,HEALTHY,CALLE CUERVO/CASA ALONDRA,SAN JOSE,2022-07-07
A0800061,LONO,DOG,BLACK,BROWN,CHIHUAHUA SH,NEUTERED,2012-04-20,13 YEARS,2023-03-11,HEALTHY,STRAY,FOUND,,2023-05-26,FOUND EXP,,,HOUNDHARVEN AND COYOTE,SAN JOSE,2023-05-26
A0801163,RIDER,DOG,BLUE,,SHETLD SHEEPDOG,NEUTERED,2011-04-09,11 YEARS,2023-03-20,DEAD,DISPO REQ,OTC OWNED,,2023-03-20,DISPOSAL,,DEAD,,SAN JOSE,2023-03-20
