AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A0510954,CHA CHA,DOG,WHITE,,AMER ESKIMO,SPAYED,,NO AGE,2020-08-25,DEAD,DISPO REQ,OTC,,2020-08-25,DISPOSAL,,,,SAN JOSE,2020-08-25
A0522733,TOBY,DOG,WHITE,,CHIHUAHUA SH,NEUTERED,,NO AGE,2020-12-20,DEAD,DISPO REQ,OTC OWNED,,2020-12-20,DISPOSAL,,DEAD,,SAN JOSE,2020-12-20
A0525683,LASAGNA,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2006-08-15,14 YEARS,2021-01-11,DEAD,DISPO REQ,FIELD,,2021-01-11,DISPOSAL,,UNHEALTHY,5600 BLOCK CABRAL,SAN JOSE,2021-02-26
A0529980,BOLU,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2006-07-29,15 YEARS,2021-02-19,OTHER MED,STRAY,FIELD,,2021-02-20,RTO,,,HEATHCOT / CAMPERDOWN,SAN JOSE,2021-02-20
A0534647,MILO,CAT,PT-CHOC,,DOMESTIC LH,NEUTERED,2006-03-13,19 YEARS,2020-12-30,OTHER MED,EUTH REQ,OTC OWNED,,2021-01-06,RESCUE,,MANAGE,,SAN JOSE,2021-01-06
A0534701,MAXIMILLION,DOG,CHOCOLATE,,RHOD RIDGEBACK,NEUTERED,2006-07-30,15 YEARS,2020-08-27,OTHER MED,STRAY,FIELD,,2020-08-27,RTO,,,700 BLOCK CAPITOL,SAN JOSE,2020-08-27
A0535630,KIX,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2006-12-06,14 YEARS,2021-01-13,DEAD,DISPO REQ,OTC,DOA,2021-01-13,DISPOSAL,,UNHEALTHY,,SAN JOSE,2021-01-13
A0538794,LUCKY,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2006-08-21,17 YEARS,2020-08-29,OTHER MED,STRAY,OTC,,2020-08-29,RTO,,UNHEALTHY,"2200 BLOCK STORY RD, SAN JOSE CA 95122",SAN JOSE,2020-08-29
A0554411,BENTLEY,DOG,BLACK,GRAY,YORKSHIRE TERR,NEUTERED,2006-12-25,18 YEARS,2020-12-22,SICK,EUTH REQ,OTC OWNED,,2020-12-23,RESCUE,,MANAGE,,SAN JOSE,2020-12-23
A0554748,HARLEY,DOG,BLACK,,SHIH TZU,NEUTERED,2002-03-05,23 YEARS,2021-02-08,OTHER MED,STRAY,OTC,,2021-02-09,RTO,,MANAGE,"3300 BLOCK DENTON WAY, SAN JOSE CA 95121",SAN JOSE,2021-02-09
A0564799,SASSY,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2007-02-24,13 YEARS,2020-09-21,DEAD,DISPO REQ,OTC,,2020-09-21,DISPOSAL,,DEAD,"200 BLOCK S TEMPLE DR, MILPITAS CA 95035",MILPITAS,2020-09-21
A0571522,SPECIAL,DOG,TAN,WHITE,ITAL GREYHOUND,SPAYED,2007-03-07,13 YEARS,2020-11-20,DEAD,DISPO REQ,OTC OWNED,DOA,2020-11-20,DISPOSAL,,DEAD,,SAN JOSE,2020-11-20
A0578006,MIMI,DOG,WHITE,,POODLE MIN,SPAYED,2006-07-14,19 YEARS,2020-11-30,OTHER MED,OWNER SUR,OTC,,2020-12-11,RESCUE,,MANAGE,,SAN JOSE,2020-12-11
A0594742,TRIP,CAT,BLACK,WHITE,DOMESTIC MH,SPAYED,2005-04-21,15 YEARS,2020-09-24,NORMAL,STRAY,EAC,,2020-09-28,RTO,,MANAGE,CARMEL DR,SAN JOSE,2020-09-28
A0595580,CONAN,DOG,TRICOLOR,MERLE-BLUE,AUST SHEPHERD,NEUTERED,2008-06-10,17 YEARS,2021-03-01,OTHER MED,STRAY,FIELD,,2021-03-02,RTO,,MANAGE,4500 BLOCK SONATA WAY,SAN JOSE,2021-03-02
A0597436,ODIE,DOG,WHITE,,POODLE MIN,MALE,,NO AGE,2020-09-05,NORMAL,STRAY,EAC,,2020-09-05,RTO,,HEALTHY,KING RD & NICKLE,SAN JOSE,2020-09-18
A0598595,TINKER BELL,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2020-12-02,DEAD,DISPO REQ,OTC,,2020-12-02,DISPOSAL,,DEAD,,SAN JOSE,2020-12-02
A0601308,MISTY,CAT,BLACK,WHITE,DOMESTIC MH,SPAYED,2007-09-14,14 YEARS,2020-08-04,OTHER MED,EUTH REQ,OTC OWNED,,2020-10-03,ADOPTION,,MANAGE,,SAN JOSE,2020-10-03
A0601398,TRUCKEE,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,2007-09-17,16 YEARS,2020-08-26,OTHER MED,STRAY,OTC,,2020-08-26,RTO,,,ALUM ROCK AVE & KING RD,SAN JOSE,2020-08-26
A0601636,BRUNO,DOG,RED,,DACHSHUND,NEUTERED,2008-03-25,12 YEARS,2020-12-27,DEAD,DISPO REQ,OTC,,2020-12-27,DISPOSAL,,DEAD,,SAN JOSE,2020-12-27
A0601866,TIFFANY,DOG,TRICOLOR,,SHIH TZU,FEMALE,2008-03-21,12 YEARS,2021-02-20,DEAD,DISPO REQ,OTC OWNED,,2021-02-20,DISPOSAL,,DEAD,,,2021-02-20
A0603726,SKRUFFY,DOG,CREAM,,BICHON FRISE,MALE,2006-07-31,19 YEARS,2020-07-31,OTHER MED,EUTH REQ,OTC OWNED,EUTH OLD,2020-08-04,RESCUE,,MANAGE,,SAN JOSE,2020-08-04
A0605933,PHILLIP,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,2007-10-01,12 YEARS,2020-09-04,DEAD,DISPO REQ,OTC,DOA,2020-09-04,DISPOSAL,,DEAD,,,2020-09-04
A0610916,PEANUT,DOG,TAN,,CHIHUAHUA SH,MALE,2008-06-26,12 YEARS,2020-07-06,NORMAL,STRAY,EAC,,2020-07-08,RTO,,MANAGE,KING / STORY,SAN JOSE,2020-07-08
A0613075,ZIGGY,DOG,WHITE,TAN,AM PIT BULL TER,NEUTERED,2008-08-11,12 YEARS,2020-08-17,DEAD,DISPO REQ,OTC OWNED,,2020-08-17,DISPOSAL,,DEAD,,SAN JOSE,2020-08-17
A0615198,VIVI,DOG,FAWN,BLACK,PUG,FEMALE,2008-02-20,17 YEARS,2020-12-16,OTHER MED,EUTH REQ,OTC OWNED,,2020-12-17,RESCUE,,MANAGE,,SAN JOSE,2020-12-17
A0618176,COCO,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2021-03-24,DEAD,DISPO REQ,FIELD,,2021-03-25,DISPOSAL,,DEAD,WINCHESTER / HAMILTON,SAN JOSE,2021-08-24
A0618792,BELLA,CAT,BLACK,,DOMESTIC SH,SPAYED,2006-11-25,18 YEARS,2020-11-24,NORMAL,OWNER SUR,OTC,,2021-01-11,ADOPTION,,HEALTHY,,SAN JOSE,2021-01-11
A0619025,ARGUS,DOG,TAN,,NORWICH TERRIER,NEUTERED,2008-01-30,17 YEARS,2020-07-08,OTHER MED,OWNER SUR,FIELD,,2020-07-16,RESCUE,,MANAGE,,SAN JOSE,2020-07-16
A0620931,NACHO,DOG,BROWN,,BASSET HOUND,MALE,2008-07-06,15 YEARS,2020-12-18,NORMAL,STRAY,OTC,,2020-12-19,RTO,,REHAB,YERMO CT & PISTACHIO DR,SAN JOSE,2020-12-19
A0621839,JUICY,DOG,GOLD,,CHIHUAHUA SH,SPAYED,,NO AGE,2020-10-25,DEAD,DISPO REQ,OTC OWNED,,2020-10-25,DISPOSAL,,DEAD,,SAN JOSE,2020-10-25
A0623189,WALLEE,DOG,TRICOLOR,,DACHSHUND,NEUTERED,2008-04-28,12 YEARS,2020-11-14,DEAD,DISPO REQ,OTC,,2020-11-14,DISPOSAL,,DEAD,,SAN JOSE,2020-11-14
A0626168,KOBE,DOG,BLACK,TAN,YORKSHIRE TERR,NEUTERED,,NO AGE,2020-08-24,OTHER MED,STRAY,OTC,,2020-08-25,RTO,,MANAGE,SNOW DR & BLOM DR,SAN JOSE,2020-08-25
A0627492,FOXY,DOG,WHITE,,POMERANIAN,FEMALE,2009-02-15,16 YEARS,2020-11-21,OTHER MED,STRAY,OTC,IP ADOPT,2020-11-23,RTO,,MANAGE,WOODMINSTER DR/SHERLOCK DR,SAN JOSE,2020-11-23
A0628405,SNOOPY,DOG,BLACK,WHITE,BEAGLE,NEUTERED,,NO AGE,2020-12-20,OTHER MED,STRAY,OTC,,2020-12-22,RTO,,MANAGE,DELBARR CT/MALONE RD,SAN JOSE,2020-12-22
A0630495,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2020-12-11,INJURED,STRAY,SVVS,,2020-12-11,EUTH,,UNHEALTHY,PROVANMILL WAY,SAN JOSE,2020-12-11
A0631335,CHONG,DOG,BROWN,,LABRADOR RETR,NEUTERED,,NO AGE,2020-11-09,NORMAL,STRAY,FIELD,,2020-11-10,RTO,,MANAGE,100 BLOCK BAYPOINTE PKY,SAN JOSE,2020-11-10
A0633729,BOLA,DOG,WHITE,BROWN,POODLE MIN,NEUTERED,2005-10-30,20 YEARS,2020-10-30,OTHER MED,EUTH REQ,OTC OWNED,EUTH OLD,2020-11-03,RESCUE,,MANAGE,,SAN JOSE,2020-11-03
A0637629,PEPITO,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2007-03-11,15 YEARS,2020-11-13,OTHER MED,STRAY,OTC,,2020-11-13,RTO,,MANAGE,1500 BLOCK LEEWARD DR,SAN JOSE,2020-11-13
A0644970,POPPY,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2020-11-20,INJURED,STRAY,FIELD,,2020-11-20,EUTH,,UNHEALTHY,LIMEWOOD/LANDESS,SAN JOSE,2020-11-20
A0645485,OREO,DOG,WHITE,,SHIH TZU,SPAYED,2007-07-25,2 YEARS,2021-01-02,NORMAL,STRAY,OTC,,2021-01-02,RTO,,,ONOFRIO LN/DE ROME DR,SAN JOSE,2021-01-02
A0645886,DOT,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2009-03-29,11 YEARS,2020-12-12,DEAD,DISPO REQ,OTC OWNED,DOA,2020-12-12,DISPOSAL,,DEAD,,SAN JOSE,2020-12-12
A0647496,BALTO,DOG,BROWN,,SIBERIAN HUSKY,MALE,2007-09-02,12 YEARS,2020-07-30,DEAD,DISPO REQ,OTC,,2020-07-30,DISPOSAL,,DEAD,,,2020-07-30
A0649117,SPENCER,DOG,BLACK,TAN,CHIHUAHUA SH,NEUTERED,2005-08-23,20 YEARS,2020-08-08,OTHER MED,STRAY,OTC,,2020-08-11,RTO,,HEALTHY,900 BLOCK  WALLACE DR,SAN JOSE,2020-08-11
A0650159,BAMBI,DOG,TAN,WHITE,CHIHUAHUA SH,SPAYED,2008-09-08,11 YEARS,2020-08-16,DEAD,DISPO REQ,OTC,,2020-08-16,DISPOSAL,,DEAD,3300 BLOCK MCKEE RD,SAN JOSE,2020-08-16
A0657103,POOPER,DOG,WHITE,TAN,DACHSHUND,NEUTERED,2007-10-30,18 YEARS,2020-11-03,OTHER MED,STRAY,OTC,,2020-11-08,RTO,,HEALTHY,EDGECREST DR/EDGEDALE CT,SAN JOSE,2020-11-08
A0661039,CHARLIE,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2008-01-15,17 YEARS,2020-12-30,NORMAL,OWNER SUR,OTC,NO HOME,2020-12-31,RTO,,REHAB,,SAN JOSE,2020-12-31
A0662950,DOLLY,DOG,TRICOLOR,,BOSTON TERRIER,SPAYED,2006-05-26,14 YEARS,2020-08-08,DEAD,DISPO REQ,FIELD,,2020-08-08,DISPOSAL,,DEAD,WINFIELD BLVD,SAN JOSE,2020-08-08
A0665303,JAY JAY,DOG,BLACK,TAN,GERM SHEPHERD,MALE,2010-01-10,15 YEARS,2020-08-11,NORMAL,OWNER SUR,OTC,,2020-08-31,RESCUE,,MANAGE,,SAN JOSE,2020-08-31
A0666314,TITO,DOG,TAN,,CHIHUAHUA SH,MALE,2007-06-02,2 YEARS,2020-07-14,NORMAL,STRAY,FIELD,,2020-07-15,RTO,,HEALTHY,KONA,SAN JOSE,2020-07-15
A0667263,BELLA,DOG,TAN,WHITE,CHIHUAHUA SH,SPAYED,2009-05-11,16 YEARS,2020-10-10,OTHER MED,CONFISCATE,POLICE,,2020-10-11,RTO,,,,SAN JOSE,2020-10-11
A0669055,MIMOSA,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2007-01-30,18 YEARS,2021-01-27,NORMAL,STRAY,OTC,,2021-02-02,RTO,,HEALTHY,1000 BLOCK MCGINNESS AVE/STORY RD,SAN JOSE,2021-02-02
A0669967,PEE WEE,DOG,BROWN,,CHIHUAHUA SH,MALE,2009-01-25,1 YEAR,2020-09-10,NORMAL,STRAY,OTC,,2020-09-15,RTO,,MANAGE,JACKSON AVE & MATHERS ST,SAN JOSE,2020-09-15
A0670243,ROSIE,DOG,YELLOW,,POMERANIAN,FEMALE,2005-01-26,16 YEARS,2021-02-21,DEAD,DISPO REQ,OTC OWNED,,2021-02-21,DISPOSAL,,DEAD,,SAN JOSE,2021-02-21
A0671559,BLUE,DOG,GRAY,,AM PIT BULL TER,MALE,2008-12-01,11 YEARS,2020-10-13,DEAD,DISPO REQ,OTC,,2020-10-13,DISPOSAL,,,,SAN JOSE,2020-10-13
A0672487,GARY,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2009-07-24,11 YEARS,2020-10-22,DEAD,DISPO REQ,FIELD,,2020-10-23,DISPOSAL,,,COYOTE CREEK / MCKEE,SAN JOSE,2020-10-23
A0674008,CINNAMON,DOG,CREAM,,LHASA APSO,FEMALE,2008-10-11,12 YEARS,2020-08-10,NORMAL,STRAY,EAC,,2020-08-10,RTO,,REHAB,QUIMBY / RUBY,SAN JOSE,2020-08-10
A0677521,SADIE,DOG,GOLD,RED,POMERANIAN,SPAYED,2008-01-22,12 YEARS,2020-12-19,DEAD,DISPO REQ,OTC OWNED,,2020-12-19,DISPOSAL,,DEAD,,SAN JOSE,2020-12-19
A0678358,,CAT,WHITE,TABBY-BRN,DOMESTIC SH,NEUTERED,,NO AGE,2020-09-09,INJURED,STRAY,FIELD,,2020-09-13,EUTH,,UNHEALTHY,LEXINGTON / PENITENCIA,MILPITAS,2020-09-13
A0680863,KITLIT,CAT,TORTIE-B\O,,DOMESTIC MH,SPAYED,2009-05-26,12 YEARS,2020-11-14,OTHER MED,STRAY,FIELD,,2020-11-17,RTO,,MANAGE,DELL/SAN THOMAS EXPY,SAN JOSE,2020-11-17
A0681399,FAVIO,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2009-11-28,11 YEARS,2021-01-19,OTHER MED,STRAY,OTC,,2021-01-20,RTO,,,"600 BLOCK DRAKE ST, SAN JOSE CA 95125",SAN JOSE,2021-01-20
A0681399,FAVIO,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2009-11-28,11 YEARS,2021-04-03,OTHER MED,STRAY,FIELD,,2021-04-06,RTO,,MANAGE,AUZARAIS X HANNAH,SAN JOSE,2021-04-06
A0682516,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2020-09-29,INJURED,STRAY,OTC,IP ADOPT,2020-09-30,ADOPTION,,UNHEALTHY,"2000 BLOCK NASSAU DR, SAN JOSE CA 95122",SAN JOSE,2020-09-30
A0683956,LOBO,DOG,BROWN,WHITE,PEKINGESE,NEUTERED,2009-12-16,15 YEARS,2021-02-26,NORMAL,STRAY,OTC,,2021-02-27,RTO,,HEALTHY,"1300 BLOCK VINE ST, SAN JOSE CA 95110",SAN JOSE,2021-02-27
A0683974,BUDDY,DOG,BLACK,,LABRADOR RETR,NEUTERED,2006-07-31,19 YEARS,2020-11-17,INJURED,STRAY,FIELD,,2020-11-18,RTO,,MANAGE,LITTLE ROCK CT,SAN JOSE,2020-11-18
A0686245,CHULO,DOG,CREAM,,POMERANIAN,NEUTERED,2008-07-13,17 YEARS,2021-01-30,SICK,OWNER SUR,FIELD,,2021-02-11,RESCUE,,MANAGE,,SAN JOSE,2021-02-11
A0687116,KILO,DOG,BRINDLE-BN,WHITE,PIT BULL,MALE,2009-05-13,16 YEARS,2020-09-19,NORMAL,STRAY,FIELD,,2020-09-19,RTO,,,MCREERY/POCO,SAN JOSE,2020-09-19
A0687198,JESSICA,DOG,BLACK,,CHIHUAHUA SH,FEMALE,,NO AGE,2021-01-18,DEAD,DISPO REQ,OTC,,2021-01-18,DISPOSAL,,DEAD,"500 BLOCK DIXON RD, MILPITAS CA 95035",MILPITAS,2021-01-18
A0687234,JASHIA,DOG,BLACK,,CHIHUAHUA SH,FEMALE,2009-11-13,11 YEARS,2020-12-03,DEAD,DISPO REQ,OTC,,2020-12-03,DISPOSAL,,DEAD,,SAN JOSE,2020-12-03
A0688907,JACK,DOG,GOLD,,GOLDEN RETR,NEUTERED,2009-03-09,12 YEARS,2021-04-01,DEAD,DISPO REQ,OTC OWNED,,2021-04-01,DISPOSAL,,DEAD,,SAN JOSE,2021-04-01
A0689130,QUINCY,DOG,TAN,,POMERANIAN,NEUTERED,2010-07-19,15 YEARS,2020-07-15,OTHER MED,OWNER SUR,FIELD,,2020-07-30,RESCUE,,REHAB,,SAN JOSE,2020-07-30
A0689820,QUEENIE,DOG,BROWN,,CHIHUAHUA LH,SPAYED,2008-04-01,17 YEARS,2020-09-17,OTHER MED,OWNER SUR,OTC,IP EUTH,2020-09-24,RESCUE,,REHAB,,SAN JOSE,2020-09-24
A0692402,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2020-09-08,DEAD,DISPO REQ,OTC,DOA,2020-09-08,DISPOSAL,,DEAD,2100 BLOCK  TURNHOUSE LN,SAN JOSE,2020-09-08
A0692733,KUMA,DOG,WHITE,TAN,JINDO,NEUTERED,2010-03-16,15 YEARS,2020-07-05,NORMAL,STRAY,OTC,,2020-07-05,RTO,,,CENTURY PLAZA / CENTURY OAKS WAY,SAN JOSE,2020-07-05
A0695255,CANELO,DOG,TAN,CREAM,POMERANIAN,NEUTERED,2006-07-07,18 YEARS,2020-11-12,OTHER MED,STRAY,FIELD,,2020-11-13,RTO,,,KING X CUNNINGHAM,SAN JOSE,2020-11-13
A0696091,JACOB,DOG,BLACK,BROWN,GERM SHEPHERD,NEUTERED,2010-02-20,15 YEARS,2021-02-18,OTHER MED,OWNER SUR,OTC,MOVE,2021-03-15,RESCUE,,MANAGE,,SAN JOSE,2021-03-31
A0701041,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2005-11-13,19 YEARS,2020-11-10,OTHER MED,STRAY,FIELD,,2020-11-14,RESCUE,,UNHEALTHY,400 BLOCK GOODYEAR,SAN JOSE,2020-11-14
A0703227,BENJI,DOG,BLACK,WHITE,AUST SHEPHERD,NEUTERED,2007-03-03,18 YEARS,2021-02-26,OTHER MED,EUTH REQ,OTC OWNED,EUTH OLD,2021-03-04,RESCUE,,UNHEALTHY,,SAN JOSE,2021-05-17
A0707471,DANZEL,DOG,TAN,,CAIRN TERRIER,NEUTERED,2009-01-01,11 YEARS,2020-10-15,DEAD,DISPO REQ,OTC,,2020-10-15,DISPOSAL,,DEAD,,SAN JOSE,2020-10-15
A0707997,LUCKY,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2010-08-03,15 YEARS,2020-10-05,OTHER MED,STRAY,OTC,,2020-10-05,RTO,,MANAGE,ALVIN / KING RD,SAN JOSE,2020-10-05
A0708341,LUCKY,DOG,RED,,POMERANIAN,SPAYED,2004-10-02,16 YEARS,2020-12-10,DEAD,DISPO REQ,OTC,,2020-12-10,DISPOSAL,,DEAD,,SAN JOSE,2020-12-10
A0708885,ABIGAIL,DOG,GRAY,WHITE,CAIRN TERRIER,SPAYED,2009-07-22,16 YEARS,2020-08-18,OTHER MED,STRAY,OTC,IP ADOPT,2020-08-18,RTO,,,SAN CARLOS  / LEELAND,SAN JOSE,2020-08-18
A0710038,ROCK-O,DOG,BRINDLE-BN,,PIT BULL,NEUTERED,2010-03-14,10 YEARS,2020-09-19,DEAD,DISPO REQ,OTC,,2020-09-19,DISPOSAL,,DEAD,,,2020-09-19
A0710815,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2021-02-25,DEAD,DISPO REQ,FIELD,,2021-02-25,DISPOSAL,,DEAD,MINNESOTA/ HICKS,SAN JOSE,2021-02-25
A0712151,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2021-01-28,SICK,STRAY,OTC,,2021-01-28,EUTH,,UNHEALTHY,WILLIAMS / 16TH ST,SAN JOSE,2021-01-28
A0715553,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2020-09-17,OTHER MED,STRAY,OTC,,2020-09-17,EUTH,,UNHEALTHY,"1700 BLOCK S 10TH ST, SAN JOSE CA 95112",SAN JOSE,2020-09-17
A0718860,SANDY,DOG,FAWN,,PIT BULL,SPAYED,2004-09-15,21 YEARS,2020-09-14,NORMAL,STRAY,OTC,,2020-09-15,RTO,,HEALTHY,GARRISON CIRCLE X HAYES AVE,SAN JOSE,2020-09-15
A0721585,THING,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2010-09-11,15 YEARS,2021-01-08,OTHER MED,EUTH REQ,,EUTH ILL,2021-01-25,RESCUE,,MANAGE,,SAN JOSE,2021-01-25
A0723379,KODA,DOG,BLACK,WHITE,GREAT DANE,NEUTERED,2009-05-15,16 YEARS,2020-07-21,OTHER MED,EUTH REQ,OTC OWNED,EUTH OLD,2020-07-23,RESCUE,,MANAGE,,SAN JOSE,2020-07-23
A0725067,SHADOW,DOG,BLACK,GRAY,GERM SHEPHERD,MALE,2010-06-19,10 YEARS,2021-03-22,DEAD,DISPO REQ,OTC,DOA,2021-03-22,DISPOSAL,,DEAD,,SAN JOSE,2021-03-22
A0725178,CHULA,DOG,BROWN,,CHIHUAHUA SH,FEMALE,,NO AGE,2020-07-21,INJURED,STRAY,FIELD,,2020-07-22,RTO,,,GOLDEN WHEEL DR. / OAKLAND,SAN JOSE,2020-07-22
A0725478,MONA,DOG,TAN,WHITE,PIT BULL,FEMALE,,NO AGE,2021-01-25,INJURED,STRAY,FIELD,,2021-01-25,RTO,,REHAB,E. SANTA CLARA / 25TH,SAN JOSE,2021-01-25
A0725543,CHICO,DOG,WHITE,,POODLE MIN,NEUTERED,,NO AGE,2021-01-30,DEAD,DISPO REQ,OTC,,2021-01-30,DISPOSAL,,DEAD,,,2021-01-30
A0725876,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2021-01-07,OTHER MED,STRAY,FIELD,,2021-01-07,EUTH,,UNHEALTHY,MOON LIGHT X W CAPITOL,SAN JOSE,2021-01-07
A0726990,,CAT,TORTIE-B\O,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2020-08-21,DEAD,DISPO REQ,FIELD,,2020-08-21,DISPOSAL,,DEAD,2200 BLOCK QUIMBY RD,SAN JOSE,2025-10-17
A0727448,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2021-02-24,DEAD,DISPO REQ,OTC,,2021-02-24,DISPOSAL,,DEAD,"600 BLOCK AUZERAIS AVE, SAN JOSE CA 95126",SAN JOSE,2021-02-24
A0727883,,CAT,PT-SEAL,,DOMESTIC SH,NEUTERED,,NO AGE,2020-08-20,OTHER MED,STRAY,FIELD,,2020-08-20,EUTH,,UNHEALTHY,700 BLOCK KINGS ROW,SAN JOSE,2020-08-20
A0727887,TORO,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2010-10-13,10 YEARS,2020-07-25,DEAD,DISPO REQ,OTC,,2020-07-25,DISPOSAL,,DEAD,3800 BLOCK CHILTON CT,SAN JOSE,2020-07-25
A0732025,,CAT,TABBY-ORG,WHITE,DOMESTIC MH,SPAYED,,NO AGE,2020-10-11,OTHER MED,STRAY,FIELD,,2020-10-15,EUTH,,UNHEALTHY,2600 BLOCK VISTA VERDE,SAN JOSE,2020-10-15
A0733092,LOLA,DOG,WHITE,,CHIHUAHUA SH,SPAYED,2008-10-22,12 YEARS,2021-01-03,DEAD,DISPO REQ,OTC OWNED,,2021-01-03,DISPOSAL,,DEAD,,SAN JOSE,2021-01-03
A0733285,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2009-01-21,12 YEARS,2021-01-18,INJURED,STRAY,FIELD,,2021-01-23,EUTH,,UNHEALTHY,500 BLOCK OF TRENTS FERRY,SAN JOSE,2021-01-23
A0733396,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2021-02-16,DEAD,DISPO REQ,OTC,,2021-02-16,DISPOSAL,,DEAD,STORY /  SENTER,SAN JOSE,2021-02-16
